title,description,image,Source,category,text_cleaned
Sepia,"In a late 19th-century former print shop,  has the, well, sepia-toned feel of a classic. The upscale spot still shines after more than a decade in business. Filled with hand-crafted millwork, burnished brass, and vintage stemware makes an ideal setting for an intimate meal between friends or business colleagues. Chef Andrew Zimmermanâ€™s inventive seasonal menu is designed to showcase the flavors of the mostly organic ingredients.",https://cdn.choosechicago.com/uploads/2019/06/sepia-900x739.jpg,choosechicago,luxury-fine dining,late th century former print shop well sepia toned feel classic upscale spot still shine decade business filled hand crafted millwork burnished brass vintage stemware make ideal setting intimate meal friend business colleague chef andrew zimmerman inventive seasonal menu designed showcase flavor mostly organic ingredient
Alinea,"Enjoy a unique, multi-course tasting menu experience in one of our main dining rooms at Alinea, located in the Lincoln Park neighborhood of Chicago.",,choosechicago,luxury-three stars michelin,enjoy a unique mult-course tasting menu experience in one of our main dining room at alinea located in the lincoln park neighborhood of chicago
Smyth,"At Smyth, creativity ebbs and flows from the ocean. The ocean bestows purity unparalleled, and its abundance is featured both prominently and delicately throughout the menu. These offerings are served in harmonization with its finest produce nature has to offer, grown in close collaboration with small farmers, and followed by one or two servings of meat. The menu culminates in a series of sweet servings that carefully walk the fine line between providing something new while also bringing a sense of the familiar.",,choosechicago,luxury-three stars michelin,at smyth creativity ebbs and flow from the ocean the ocean bestow purity unparalleled and it abundance be feature both prominently and delicately throughout the menu these offering be serve in harmonization with it finest produce nature have to offer grow in close collaboration with small farmer and follow by one or two serving of meat the menu culminate in a series of sweet serving that carefully walk the fine line between provide something new while also bring a sense of the familiar
Ever,"Ever is for those seeking an epic dining experience, an 8- to 10-course tasting menu created by one of the countryÕs most celebrated and artistic chef. The 2 _ hour dining experience is set in an exquisite atmosphere with extraordinary service.",,choosechicago,luxury-two stars michelin,ever be for those seek an epic dine experience an 8 to 10-course tasting menu create by one of the countryÕs most celebrate and artistic chef the 2.5hour dine experience be set in an exquisite atmosphere with extraordinary service
Moody Tongue,"In a polished yet warm, minimalist setting, Executive Chef James Bingham's signature fare intersects with innovative pairings through the manipulation v=intersects with innovative pairings through the manipulation intersects with innovative pairings through the manipulation of temperature, quantity, verticals, tinctures and more, highlighting both the culinary ingredients used in creating each dish as well as Moody Tongue's culinary brewing techniques.",,choosechicago,luxury-two stars michelin,in a polished yet warm minimalist setting executive chef james bingham's signature fare intersect with innovative pairing through the manipulation of temperature quantity vertical tincture and more highlight both the culinary ingredient use in create each dish as well as moody tongue's culinary brewing technique
Oriole,"Oriole is a contemporary-American restaurant located in ChicagoÕs West Loop neighborhood featuring Executive Chef and Owner Noah SandovalÕs award winning tasting menu. Since OrioleÕs opening in 2016, it has repeatedly earned two Michelin stars and recently received the Jean Banchet Award for Restaurant of the Year. Chef Sandoval is also a James Beard nominated chef and was named one of Food & WineÕs Best New Chefs in 2017.",,choosechicago,luxury-two stars michelin,oriole be a contemporary-american restaurant locate in chicagoÕs west loop neighborhood feature executive chef and owner noah sandovalÕs award win tasting menu since orioleÕs open in 2016 it have repeatedly earn two michelin star and recently receive the jean banchet award for restaurant of the year chef sandoval be also a james beard nominate chef and be name one of food & wineÕs best new chef in 2017
Atelier,"People tend to see Chef HunterÕs menus as having a fair amount of international influence. But for him itÕs much more localized. He cooks the way he sees people eat, whether thatÕs the corner taco joint or the bun stand outside of Joong Boo. Like Folk music, his menus are down to earth, come from the people and reflect the things that brought them to this point and place.",,choosechicago,luxury-one star michelin,people tend to see chef hunterÕs menu as have a fair amount of international influence but for him itÕs much more localize he cook the way he see people eat whether thatÕs the corner taco joint or the bun stand outside of joong boo like folk music his menu be down to earth come from the people and reflect the thing that bring them to this point and place
Indienne,INDIENNE resides in a 19th-century printing warehouse; the converted timber loft now brought to life by Chef Sujan Sarkar's culminating effort in progressive Indian fine dining where he is defining and redefining the limitless potential of Indian cuisine.,,choosechicago,luxury-one star michelin,reside in a 19th-century printing warehouse the convert timber loft now bring to life by chef sujan sarkar's culminate effort in progressive indian fine dine where he be define and redefine the limitless potential of indian cuisine
BOKA,"Chef Lee WolenÕs seasonal American food centers on beautiful ingredients and expertly executed preparations, delivering ˆ la carte dishes and a hyper-seasonal tasting menu with graceful, genuine hospitality. With a distinctive combination of unparalleled service, a visionary chef, and exceptional design, Boka exemplifies Boka Restaurant GroupÕs core mission to create unique, timeless restaurants.",,choosechicago,luxury-one star michelin,chef lee wolenÕs seasonal american food center on beautiful ingredient and expertly execute preparation deliver ˆ la carte dish and a hyper-seasonal tasting menu with graceful genuine hospitality with a distinctive combination of unparalleled service a visionary chef and exceptional design boka exemplify boka restaurant groupÕs core mission to create unique timeless restaurant
EL Ideas,Douglas Park,,choosechicago,luxury-one star michelin,douglas park
Elske,"a modern American restaurantÑlocated in ChicagoÕs West Loop neighborhood at 1350 West Randolph StreetÑfrom Chefs David and Anna Posey. With the restaurant borrowing its name from the Danish word Òto loveÓ, there is a strong focus on an evolving philosophy, centering on simplistic fare, seasonal ingredients, and energetic hospitality. They combine contemporary and classic techniques while showcasing local and seasonal ingredients",,choosechicago,luxury-one star michelin,a modern american restaurant from chefs david and anna posey with the restaurant borrow its name from the danish word Òto loveÓ there be a strong focus on an evolve philosophy center on simplistic fare seasonal ingredient and energetic hospitality they combine contemporary and classic technique while showcase local and seasonal ingredien
Esme_,"In August 2021, Chef Jenner Tomaska and his wife and partner Katrina Bravo opened a fine-dining restaurant, Esm_ in ChicagoÕs Lincoln Park neighborhood. With Esm_, French for Òbeloved,Ó Tomaska and Bravo reimagine the tastingÑ menu model with philanthropy and art integrated into the foundation of the experience, an expression of their shared vision for the community-focused restaurant.",,choosechicago,luxury-one star michelin,in august 2021 chef jenner tomaska and his wife and partner katrina bravo open a fine-dine restaurant esm_ in chicagoÕs lincoln park neighborhood with esm_ french for beloved tomaska and bravo reimagine the tasting menu model with philanthropy and art integrate into the foundation of the experience an expression of their share vision for the community-focused restaurant
Galit,"Galit is a Middle Eastern Restaurant in the Lincoln Park neighborhood in Chicago, owned and operated by Andr_s Clavero and James Beard Award-winning chef Zachary Engel. The restaurant is a space for community: hospitality professionals, guests and suppliers will come together and celebrate food and drink in a respectful, friendly and caring manner. The menu focuses on a seasonal and localized approach to dishes of the Middle East, alongside a unique and forward-thinking beverage program. ",,choosechicago,luxury-one star michelin,a middle eastern restaurant and operate by andr_s clavero and james beard award-winning chef zachary engel the restaurant be a space for community hospitality professional guest and supplier will come together and celebrate food and drink in a respectful friendly and care manner the menu focus on a seasonal and localize approach to dish of the middle east alongside a unique and forward-thinking beverage program
Kasama,Kasama is a bakery and modern Filipino restaurant from chefs Genie Kwon and Timothy Flores located in the East Ukrainian Village neighborhood of Chicago. We look forward to welcoming you! ,,choosechicago,luxury-one star michelin,a bakery and modern filipino restaurant from chefs genie kwon and timothy flores locate in the east ukrainian village neighborhood of chicago
Mako,"Known as one of the countryÕs premier sushi chefs, Chef B.K. Park has more than 20 years of experience working with seafood.",,choosechicago,luxury-one star michelin,know as one of the countryÕs premier sushi chef chef b.k. park have more than 20 year of experience work with seafood
Next,"Next explores the world of cuisine by changing its entire menu and dining experience a few times a year, each time focusing on a new culinary region, theme, or moment in time.",,choosechicago,luxury-one star michelin,next explore the world of cuisine by change its entire menu and dine experience a few time a year each time focus on a new culinary region theme or moment in time
Omakase Yume,"A classic, seemingly simple food, sushi requires masterful skill in details tasted, but not always apparent to the diner. From the quality, temperature, taste and formation of the rice (shari), to the slicing and seasoning of the fish (neta), every component is critical in defining an elegant taste. ",,choosechicago,luxury-one star michelin,a classic seemingly simple food sushi require masterful skill in details taste but not always apparent to the diner from the quality temperature taste and formation of the rice shari to the slice and season of the fish neta every component be critical in define an elegant taste
Porto,"STARRED LOVE LETTER FROM SPAIN AND PORTUGAL FEATURING A WOOD-BURNING KITCHEN, SEAFOOD FLOWN IN FROM GALICIA, CONSERVAS, AND EXCLUSIVE WINES.",,choosechicago,luxury-one star michelin,star love letter from spain and portugal feature a wood-burn kitchen seafood fly in from galicia conservas and exclusive wine
Schwa,"A fluid menu of vivid courses, crafted by a crew of culinary artists under the direction of Chef Michael Carlson, who work to their own rhythm to re-imagine the possibilities of global, seasonal ingredients. A kitchen where every ingredient is respected and every choice is intentional. ",,choosechicago,luxury-one star michelin,a fluid menu of vivid course craft by a crew of culinary artist under the direction of chef michael carlson who work to their own rhythm to reimagine the possibility of global seasonal ingredient a kitchen where every ingredient be respect and every choice be intentional
Sepia,"A palette of deep, neutral tones and details including stunning Tony Duquette ÒsunburstÓ light fixtures and a portable turn-of-the-century walnut and pewter bar create the perfect backdrop to the inventive seasonal American cuisine created by James Beard Award-nominated Executive Chef Andrew Zimmerman.",,choosechicago,luxury-one star michelin,
Temporis,We offer an evolving ten-course tasting menu of progressive American cuisine featuring ingredients grown in our hydroponic garden,,choosechicago,luxury-one star michelin,offer an evolve ten-course tasting menu of progressive american cuisine feature ingredient grow in our hydroponic garden
Topolobampo,"presents Mexican cuisine through a contemporary, fine-dining lens, while bringing vibrant excitement and adventure that is sure to enchant even the most experienced culinary travelers",,choosechicago,luxury-one star michelin,presents mexican cuisine through a contemporary fine-dine lens while bring vibrant excitement and adventure that be sure to enchant even the most experience culinary traveler
DaisieÕs,"devote tremendous energy to serving food and beverages comprised of the best ingredients, making as much from scratch as possible and sourcing the balance from ethically responsible purveyors",,choosechicago,luxury-michelin green star,devote tremendous energy to serve food and beverage comprise of the best ingredient make as much from scratch as possible and source the balance from ethically responsible purveyor
Apolonia,South Loop,,choosechicago,luxury-Michelin Bib Gourmand,south loop
avec,"Mediterranean and Midwestern influenced shared plates restaurant, _opened in October 2003 out of a partnership between Executive Chef Paul Kahan, restauranteur _Donnie Madia and wine steward Eduard Seitan",,choosechicago,luxury-Michelin Bib Gourmand,mediterranean and midwestern influenced shared plate restaurant open in october 2003 out of a partnership between executive chef paul kahan  restaurateur donnie madia and wine steward eduard seitan
Birrieria Zaragoza,"After a career in customer service, John (Juan) Zaragoza decided he wanted to bring a bit of his hometown of La Barca. Jalisco to Chicago",,choosechicago,luxury-Michelin Bib Gourmand,john juan zaragoza decided he wanted to bring a bit of his hometown of la barca jalisco to chicago
Bloom Plant Based Kitchen,"100% plant-based and gluten-free. Our goal isnÕt only to appeal to just the plant-based, vegan, and vegetarian community but instead to everyone. Our menu is veggie-driven but, that doesnÕt mean it doesnÕt have a fair share of comfort food",,choosechicago,luxury-Michelin Bib Gourmand,100 percent plant based and gluten free our goal isnÕt only to appeal to just the plant based vegan and vegetarian community but instead to everyone our menu is veggie driven but that doesnÕt mean it doesnÕt have a fair share of comfort food
BoonieÕs Filipino Restaurant,North Center,,choosechicago,luxury-Michelin Bib Gourmand,north center
Cabra,Cabra is a spirited rooftop dining and drinking destination inspired by the vibrant flavors of Peruvian Cuisine,,choosechicago,luxury-Michelin Bib Gourmand,a spirited rooftop dine and drink destination inspire by the vibrant flavor of peruvian cuisine
Cellar Door Provisions,american cuisine Logan Square,,choosechicago,luxury-Michelin Bib Gourmand,american cuisine logan square
ChefÕs Special Cocktail Bar,"tropical meets botanical with a hit of color wherever we can work it in. We like making drinks that are fun, fresh and easy to enjoy from mezcal coladas to ginger lychee shots",,choosechicago,luxury-Michelin Bib Gourmand,tropical meet botanical with a hit of color wherever we can work it in we like make drink that be fun fresh and easy to enjoy from mezcal colada to ginger lychee sho
Ciccio Mio,A nice Italian restaurant,,choosechicago,luxury-Michelin Bib Gourmand,a nice italian restaurant
ChilamÊBalam,sustainably minded BYOB restaurant serving Mexican shared plates with a farm fresh twist,,choosechicago,luxury-Michelin Bib Gourmand,sustainably minded byub restaurant serving mexican shared plates with a farm fresh twist
Cira,"a gathering place for small plates and shared feasts celebrating fresh, coastal ingredients",,choosechicago,luxury-Michelin Bib Gourmand,a gathering place for small plates and shared feasts celebrating fresh coastal ingredients
Daisies,"devote tremendous energy to serving food and beverages comprised of the best ingredients, making as much from scratch as possible and sourcing the balance from ethically responsible purveyors",,choosechicago,luxury-Michelin Bib Gourmand,devote tremendous energy to serving food and beverages comprised of the best ingredients making as much from scratch as possible and sourcing the balance from ethically responsible purveyors
Dear Margaret,"A love letter to Midwestern ingredients, written in elevated and honest French-Canadian cuisine. Rooted in classic technique. Relying on the passion and ingenuity of a year-round preservationistÕs kitchen and larder. Reminiscent of that welcoming feeling at a grandmotherÕs table. ",,choosechicago,luxury-Michelin Bib Gourmand,a love letter to midwestern ingredient write in elevate and honest french canadian cuisine root in classic technique rely on the passion and ingenuity of a year-round preservationistÕs kitchen and larder reminiscent of that welcome feel at a grandmotherÕs table
The Duck Inn,a neighborhood gastro-tavern and dining room. ItÕs housed in a pre-Prohibition era tavern with a cozy retro design aesthetic that feels like home,,choosechicago,luxury-Michelin Bib Gourmand,a neighborhood gastro-tavern and dining room housed in a preprohibition era tavern with a cozy retro design aesthetic that feels like home
etta,"with a frequently updated menu of wood-fired pizzas, housemade pastas, and farm fresh salads, etta is a celebration of rustic cuisine that is thoughtful of the season",,choosechicago,luxury-Michelin Bib Gourmand,with a frequently updated menu of wood-fired pizzas housemade pastas and farm fresh salads 
Frontera Grill,offer a taste of their passion for Mexico in Chicago at the casual Frontera Grill (opened in March 1987),,choosechicago,luxury-Michelin Bib Gourmand,offer a taste of their passion for mexico opened since March 1987
Giant,"We like food. We like people. We like feeding people food. We promise not to make people into food. We promise to make simple, delicious (slightly cheffy) food for people to eat. We promise to be ready with the wine should the people want it. We donÕt have room for a lot of people, so, people please, make your reservations early. People.",,choosechicago,luxury-Michelin Bib Gourmand,we like food we like people we like feed people food we promise not to make people into food we promise to make simple delicious slightly cheffy food for people to eat we promise to be ready with the wine should the people want it we donÕt have room for a lot of people so people please make your reservation early people
Ghin Khao,"Every plate achieves that cuisine-defining balance of sweet, salty, bitter, spicy and sour. This defines what Thai food is.
We focus on fresh ingredients, scratch cooking and authentic dishes. Approach the menu and order a few dishes to share with each other and experience variety.",,choosechicago,luxury-Michelin Bib Gourmand,every plate achieve that cuisine defining balance of sweet salty bitter spicy and sour this define what thai food be we focus on fresh ingredient scratch cooking and authentic dish approach the menu and order a few dish to share with each other and experience variety
Gilt Bar,"Serving a sumptuous menu of American classics, global wines, and cocktails from times past, Gilt Bar's playful elegance is more opulent than ever. The sultry space features delightful furnishings, upholstered walls, and intriguing details enfolded in an amber glow.",,choosechicago,luxury-Michelin Bib Gourmand,serving a sumptuous menu of american classic global wine and cocktail from time past gilt bar's playful elegance be more opulent than ever the sultry space feature delightful furnishing upholster wall and intriguing detail enfold in an amber glow
Girl & The Goat,"the brainchild and culinary home of Stephanie Izard, winner of Top Chef in Season 4. Since the day it opened it has been one of the hardest reservations to get in America, and continues to have people lined up on a daily basis.",,choosechicago,luxury-Michelin Bib Gourmand,the brainchild and culinary home of stephanie izard winner of top chef in season 4 since the day it open it have be one of the hardest reservation to get in america and continue to have people line up on a daily basis
HaiSous,"a true Vietnamese kitchen by Chef Thai & Danielle Dang located in Pilsen, a historic and vibrant Chicago neighborhood",,choosechicago,luxury-Michelin Bib Gourmand,a true vietnamese kitchen by chef thai & danielle dang locate in pilsen a historic and vibrant chicago neighborhood
Ina Mae Tavern,"was inspired by the charming Mom and Pop joints, dive bars and corner stores of his hometown.  It was this influence that inspired Chef Brian Jupiter to bring an authentic Southern experience to Chicago.",,choosechicago,luxury-Michelin Bib Gourmand,inspire by the charming mom and pop joint dive bar and corner store of his hometown it be this influence that inspire chef brian jupiter to bring an authentic southern experience to chicago
Kie-Gol-Lanee,"will find original flavors from the highlands of Oaxaca and the pacific coast including tlayudas, ceviches, tamales oaxaque–os, chapulines (grasshoppers), cornish hen, just to name a few.",,choosechicago,luxury-Michelin Bib Gourmand,will find original flavor from the highland of oaxaca and the pacific coast include tlayudas ceviches tamales oaxaque–os chapulines grasshopper cornish hen
La Josie,"upscale-casual Mexican restaurant with three agave bars, including one on the rooftop, brings traditional flavors in a modern, yet comfortable atmosphere in ChicagoÕs West Loop",,choosechicago,luxury-Michelin Bib Gourmand,upscale casual mexican restaurant with three agave bar include one on the rooftop bring traditional flavor in a modern yet comfortable atmosphere in chicagoÕs west loop
Lardon,"Our all-day restaurant transforms from caf_ to salumeria to bistro, offering espresso and housemade pastries in the morning, French-inspired fare in the evening, and charcuterie all the time.",,choosechicago,luxury-Michelin Bib Gourmand,all day restaurant transform from caf_ to salumeria to bistro offer espresso and housemade pastry in the morning french inspired fare in the evening and charcuterie all the time
Longman & Eagle,"This farm-to-table, nose-to-tail aesthetic is lovingly represented by Executive Chef Maxwell Robbins. His considerate and deliberate offerings are both adventurous and sublime, featuring items that exemplify his passion for creative, flavorful and honest dishes offered at fair and reasonable prices.",,choosechicago,luxury-Michelin Bib Gourmand,this farm to table nose to tail aesthetic be lovingly represent by executive chef maxwell robbins his considerate and deliberate offering be both adventurous and sublime feature item that exemplify his passion for creative flavorful and honest dish offer at fair and reasonable pric
Lula Caf_,"serve a brunch that is casual, simple yet sophisticated, with ingredients like fresh farm eggs and porridges made from cornmeal ground at a local mill. Besides the daily offering of meats and fish from sustainable sources, every day we serve adventurous fare for vegetarians. While at dinner the food is more intricate and formal, we never cede the accessibility and youthfulness with which Lula was begun",,choosechicago,luxury-Michelin Bib Gourmand,serve a brunch that be casual simple yet sophisticated with ingredient like fresh farm egg and porridge make from cornmeal ground at a local mill besides the daily offer of meat and fish from sustainable source every day we serve adventurous fare for vegetarian while at dinner the food be more intricate and formal we never cede the accessibility and youthfulness with which lula be begin
Mama Delia,"MODERN SPANISH IN CHICAGO. MAMA DELIA, LOCATED IN CHICAGO'S WICKER PARK, IS A SPANISH RESTAURANT AND SHERRY BAR OFFERING A FRESH TAKE ON WHAT IS HAPPENING IN SPAIN TODAY.",,choosechicago,luxury-Michelin Bib Gourmand,a modern spanish restaurant and sherry bar offer a fresh take on what be happen in spain today
Mango Pickle,Indian-American ÒatelierÓ kitchen in an intimate caf_ setting,,choosechicago,luxury-Michelin Bib Gourmand,indian-american atelier kitchen in an intimate caf_ setting
mfk,"the cuisine leans toward simple preparations of high-quality ingredients, in the style of spain's catalan & basque coastal regions",,choosechicago,luxury-Michelin Bib Gourmand,the cuisine lean toward simple preparation of high quality ingredient in the style of spains catalan and basque coastal region
Mi Tocaya Antojeria,"The thoughtfully composed menu features a progression of small, medium and large plates composed of DavilaÕs takes on familiar Mexican favorites; less known regional specialties; and completely new dishes that are inspired by her Mexican heritage.",,choosechicago,luxury-Michelin Bib Gourmand,the thoughtfully compose menu feature a progression of small medium and large plate compose of davilaÕs take on familiar mexican favorite less know regional specialty and completely new dish that be inspire by her mexican heritage
Mott St.,"Taking inspiration from the night markets of Asia and his Korean-American childhood, Chef Edward Kim pairs eastern cooking techniques with Chicago ingredients to create umami-laden flavors, juxtaposing tastes and textures for a wildly exciting menu.",,choosechicago,luxury-Michelin Bib Gourmand,take inspiration from the night market of asia and his korean-american childhood chef edward kim pair eastern cooking technique with chicago ingredient to create umami-laden flavor juxtapose taste and texture for a wildly exciting menu
Munno Pizzeria & Bistro,"the unfussy dining room, which is often full, is balanced by a serious kitchen where chefs deploy top-rate ingredients and carefully manage puffy, charred Roman-style pizzas cooked in electric deck ovens.",,choosechicago,luxury-Michelin Bib Gourmand,the unfussy dining room which be often full be balance by a serious kitchen where chef deploy top rate ingredient and carefully manage puffy charred roman style pizza cook in electric deck oven
Nella Pizza e Pasta,"Neapolitan concept from renowned pizzaiola Nella Grassano. You feel the love and passion she has for the cuisine of her birthplace Naples, Italy.",,choosechicago,luxury-Michelin Bib Gourmand,neapolitan concept from renowned pizzaiola nella grassano you feel the love and passion she have for the cuisine of her birthplace naples italy
Perilla,"centered around a communal dining experience. inspired by korean flavors and ingredients, we offer our approach on many traditional classics, korean bbq, and modern korean dishes paired alongside new and exciting takes created by chef andrew lim to represent the second generation of korean americans and the food we love to enjoy and share",,choosechicago,luxury-Michelin Bib Gourmand,center around a communal dining experience inspire by korean flavor and ingredient we offer our approach on many traditional classic korean bbq and modern korean dish pair alongside new and exciting take create by chef andrew lim to represent the second generation of korean american and the food we love to enjoy and share
Pleasant House Pub,"a small pie shop specializing in Royal Pies-their own variety of handmade, artisanal meat and vegetable savory pies",,choosechicago,luxury-Michelin Bib Gourmand,a small pie shop specialize in royal pies their own variety of handmade artisanal meat and vegetable savory pie
Pompette,YOUR FRIENDLY NEIGHBORHOOD CAFE & WINE BAR,,choosechicago,luxury-Michelin Bib Gourmand,your friendly neighborhood cafe & wine bar
Proxi,our dishes celebrate the power of bold flavors and pristine ingredients through a fresh American lens,,choosechicago,luxury-Michelin Bib Gourmand,our dishes celebrate the power of bold flavors and pristine ingredients through a fresh american lens
The Purple Pig,"Dubbed the ÒPrince of PorkÓ by Dana Cowin (former Food and Wine Editor-in-Chief); Jimmy Jr., his Executive Chef and business partners brings their love for Mediterranean food to the Windy City in fun, inventive ways",,choosechicago,luxury-Michelin Bib Gourmand,dubbed the prince of pork by dana cowin former food and wine editor in chief jimmy jr his executive chef and business partner bring their love for mediterranean food to the windy city in fun inventive ways
Sochi Saigonese Kitchen,"introducing Chicagoans to a more traditional, yet elevated take on Vietnamese cuisine. It all comes down to the hidden details, the extra steps that people may not even notice, that make each dish special.",,choosechicago,luxury-Michelin Bib Gourmand,introduce chicagoans to a more traditional yet elevate take on vietnamese cuisine it all come down to the hidden detail the extra step that people may not even notice that make each dish special
Sol de Mexico,"deliver the authentic taste of Mexican gastronomy every time you come in, which is why we only use fresh ingredients and every meal is cooked to order",,choosechicago,luxury-Michelin Bib Gourmand,deliver the authentic taste of mexican gastronomy 
Superkhana International,"Ingredients we use are local, our cuisine is international and our flavors are Indian by way of the world. ",,choosechicago,luxury-Michelin Bib Gourmand,ingredient we use be local our cuisine be international and our flavor be indian by way of the world
"Table, Donkey and Stick","offering seasonal fare and a unique selection of beer, wine and spirits honoring the eating and drinking traditions of the Alps",,choosechicago,luxury-Michelin Bib Gourmand,offer seasonal fare and a unique selection of beer wine and spirit honor the eat and drink tradition of the alps
Tortello Pastificio,"a chef-driven but casual counter service restaurant with everything made in-house. We are committed to simple food, the highest quality ingredients, and the traditions of Italy.",,choosechicago,luxury-Michelin Bib Gourmand,a chef-driven but casual counter service restaurant with everything make in house we be commit to simple food the high quality ingredient and the tradition of italy
Union,an abundance of local beer. new american cuisine. quintessentially logan square.,,choosechicago,luxury-Michelin Bib Gourmand,an abundance of local beer new american cuisine
Virtue,"Stationed in the Hyde Park neighborhood of Chicago, Virtue is a Southern American restaurant that leads with a culture of hospitality & kindness.",,choosechicago,luxury-Michelin Bib Gourmand,a southern american restaurant that leads with a culture of hospitality and kindness
Yao Yao,an authentic Pickled Fish Chinese Restaurant that provides excellent quality Asian entrees,,choosechicago,luxury-Michelin Bib Gourmand,an authentic pickled fish chinese restaurant that provides excellent quality asian entrees
Harborside International,"a picturesque 18 holes, Harborside also offer space for hosting events. The Pier at Harborside offers complete catering services for private events. The space is perfect for hosting a birthday party, a bridal shower, an intimate wedding reception, a rehearsal dinner or a holiday party",,enjoyillinois,sport-golf,a picturesque 18 hole harborside also offer space for hosting events the pier at harborside offer complete catering service for private events the space be perfect for hosting a birthday party a bridal shower an intimate wedding reception a rehearsal dinner or a holiday party
Cog Hill Golf and Country Club,"72-hole Chicagoland public golf & banquet facility. The home of the famous ""Dubsdread"" course which has hosted 20 PGA Tour events and national USGA amateur events",,enjoyillinois,sport-golf,72 hole chicagoland public golf & banquet facility the home of the famous dubsdread course which have host 20 pga tour event and national usga amateur even
ÊGlen Club,has 21 overnight rooms featuring unique layouts and elegant fixtures including historic photographs from Chicago's famous Golf Clubs.,,enjoyillinois,sport-golf,have 21 overnight room feature unique layout and elegant fixture include historic photograph from chicago's famous golf club
Eagle Ridge Resort & Spa,"features 63-holes of championship golf, an indulgent full-service spa and an array of award winning restaurants",,enjoyillinois,sport-golf,features 63 holes of championship golf an indulgent full service spa and an array of award winning restaurants
Ingersoll,"18-hole course with narrow fairways and gently rolling terrain offers 6,107 challenging yards on its par 71 course",,enjoyillinois,sport-golf,18 hole course with narrow fairways and gently rolling terrain offers 6107 challenging yards on its par 71 course
Links at KokopelliÊ,"18-hole course,  one of ""America's 100 Best Courses for $100 or Less."" Kokopelli offers a full-service pro shop, professionals who offer personal golf instruction and an eight-acre practice facility",,enjoyillinois,sport-golf,18 hole course  one of americas 100 best courses for 100 dollar or less  kokopelli offers a full service pro shop professionals who offer personal golf instruction and an eight-acre practice facility
Rend Lake Golf Course,beautiful public 27-hole golf course on the banks of Rend Lake was named one of the best in the Midwest,,enjoyillinois,sport-golf,beautiful public 27 hole golf course on the banks of rend lake was named one of the best in the midwest
Schaumburg Boomers Baseball,Minor league baseball. Promotional giveaway nights. Fireworks at Friday and Saturday night home games.,,enjoyillinois,sport-baseball,minor league baseball promotional giveaway nights fireworks at friday and saturday night home games
Peoria Chiefs Baseball Team,The Peoria Chiefs are the St. Louis Cardinals Single A Affiliate in Peoria.,,enjoyillinois,sport-baseball,the peoria chiefs are the st louis cardinals single a affiliate in peoria
The Chicago Dogs,"Enjoy great baseball and entertainment all season long at our world-class ballpark, Impact Field.",,enjoyillinois,sport-baseball,enjoy great baseball and entertainment all season long at our world class ballpark  impact field
Kane County Cougars Baseball at Fifth Third Bank Ballpark,"Minor league, Class A, Chicago Cubs affiliate. Games and events April-Sept. 14,000 seats, parking for 10,000. Easy access from I-88. Perfect for concerts, corporate outings and more.",,enjoyillinois,sport-baseball,minor league class a chicago cubs affiliate game and event april sept 14 000 seat parking for 10 000 easy access from i88 perfect for concert corporate outing and more
The Corn Crib,The state-of-the-art Corn Crib Stadium is home to the Normal CornBelters and Heartland Community College athletic teams.,,enjoyillinois,sport-baseball,the state of the art corn crib stadium be home to the normal cornbelters and heartland community college athletic team
Lloyd Hopkins Field,"home of the Alton River Dragons, a Prospect League team, who had their inaugural season in 2021",,enjoyillinois,sport-baseball,home of the alton river dragons a prospect league team who have their inaugural season in 2021
Joliet Slammers,dedicated to bringing fans major league entertainment at minor league prices,,enjoyillinois,sport-baseball,dedicated to bringing fans major league entertainment at minor league prices
Springfield Sliders Baseball,Springfield's very own baseball team,,enjoyillinois,sport-baseball,springfields very own baseball team
Decatur Blaze Hockey,a proud member of the USPHL - a Junior A league - and plays out of the Decatur Civic Center,,enjoyillinois,sport-hockey,a proud member of the usphl a junior a league and play out of the decatur civic center
Peoria Rivermen Hockey,"a minor league hockey club, great promotions and entertainment at affordable prices for families",,enjoyillinois,sport-hockey,a minor league hockey club great promotions and entertainment at affordable prices for families
Windy City ThunderBolts,"a professional minor league baseball team located in Crestwood, Illinois",,enjoyillinois,sport-baseball,a professional minor league baseball team located in crestwood illinois
Kane County Cougars,50-acre forest preserve houses the Philip B. Elfstrom Stadium (home of the Kane County Cougars minor league baseball team),,enjoyillinois,sport-baseball,50 acre forest preserve house the philip b elfstrom stadium home of the kane county cougars minor league baseball team
Quad City Storm,a minor league hockey team bringing major league excitement to Vibrant Arena in Moline,,enjoyillinois,sport-hockey,a minor league hockey team bringing major league excitement to vibrant arena in moline
GCS Ballpark - Gateway Grizzlies,serves as the home ballpark for the Gateway Grizzlies of the Frontier League - officially sponsored by GCS Credit Union,,enjoyillinois,sport-baseball,serves as the home ballpark for the gateway grizzlies of the frontier league officially sponsor by gcs credit union
Charleston Speedway,Dirt track racing every Saturday night from April-October in East Central Illinois,,enjoyillinois,sport-racing,dirt track race every saturday night from april october in east central illinois
Cordova Dragway Park,An IHRA drag racing facility. It is a 1/4 mile drag strip with concrete walls. Racing April thru October on Friday nights and Saturday nights and most Sundays. Weekly racing along with many special events.,,enjoyillinois,sport-racing,an ihra drag racing facility it be a 1/4 mile drag strip with concrete wall race april thru october on friday night and saturday night and most sunday weekly race along with many special event
