category,title,description,start_date,start_time,end_date,end_time,location,address,image_url
Theatre & Performing Arts,Two Hours in a Bar,A double bill of one-acts. WAITING FOR TINA MEYER concerns a pair of best-friend actors–a man and a woman–sitting in a bar because the man is expecting…,"Saturday, April 27th",7:30 p.m.,,10:00 p.m.,City Lit Theater,"1020 W. Bryn Mawr, Chicago, IL, 60660",https://cdn.choosechicago.com/uploads/2024/02/CityLit_43_TwoHoursInABar_squaresocial-800x800.jpg
Theatre & Performing Arts,"Blue in the Right Way announces its inaugural production, Thomas Middleton’s Women Beware Women","CHICAGO – Blue in the Right Way is proud to present its inaugural production, Women Beware Women, freely adapted by Kevin V. Smith and Daiva…","Saturday, April 27th",7:30 p.m.,,10:15 p.m.,The Edge Theater,"5451 N Broadway Ave, Chicago, IL, 60640",https://cdn.choosechicago.com/uploads/2024/01/BlueInTheRightWay_Women-Beware-Women_-Daiva-Bhandari_2_Photo-by-Christopher-Semel-640x800.jpg
Theatre & Performing Arts,South Chicago Dance Theatre,"In its 7th season, South Chicago Dance Theatre is a flourishing local company that presents a seamless fusion of classical and contemporary dance. Audiences will…","Saturday, April 27th",7:30 p.m.,,10:30 p.m.,Auditorium Theatre,"50 E Ida B Wells Dr, Chicago, IL, 60605",https://cdn.choosechicago.com/uploads/2023/09/South-Chicago-DAnce-900x577.jpg
Theatre & Performing Arts,In The Back/On The Floor,IN THE BACK/ON THE FLOOR examines the issues that minimum wage workers face through the lives of several employees at a big-box retail store. Though…,"Saturday, April 27th",8:00 p.m.,,,Chicago Dramatists,"1105 W. Chicago Ave. , Chicago, IL, 60642",https://cdn.choosechicago.com/uploads/2023/05/unnamed-36-518x800.jpeg
Theatre & Performing Arts,The Lincoln Lodge,The Lincoln Lodge stand-up comedy and variety showcase plays every Friday and Saturday night in Chicago’s glamorous Logan Square! In addition to The Lodge’s rotating…,"Saturday, April 27th",8:00 p.m.,,9:30 p.m.,The Lincoln Lodge Theater,2040 N. Milwaukee Ave.,https://cdn.choosechicago.com/uploads/2021/05/poster-portion-900x450.png
Theatre & Performing Arts,Nana,Trap Door Theatre’s 30th Anniversary Season closes with Olwen Wymark’s splendid dramatization of Zola’s Nana: a story of sexual and financial greed in nineteenth-century Parisian…,"Saturday, April 27th",8:00 p.m.,,9:45 p.m.,Trap Door Theatre,"1655 W. Cortland, Chicago, IL, 60622",https://cdn.choosechicago.com/uploads/2024/03/Nana-Poster-530x800.jpg
Theatre & Performing Arts,"Bible Bingo: A Comedy With God, Games, & Silly Prizes","Now in its 14th year, Bible Bingo is a long-running comedy about the Catholic culture of fundraising and bingo, featuring the character, Mrs. Mary Margaret…","Saturday, April 27th",8:00 p.m.,,10:00 p.m.,Greenhouse Theater Center,2257 North Lincoln Avenue,https://cdn.choosechicago.com/uploads/2024/04/VQ-with-Devil-Nun-Puppets-900x506.jpg
Theatre & Performing Arts,The Factory Theater Announces Party at the Pantheon: A Modern Greek,"CHICAGO – The Factory Theater, 1623 W. Howard St., is proud to announce the second production of The Factory’s 28th season, Party at the Pantheon:…","Saturday, April 27th",8:00 p.m.,,10:30 p.m.,The Factory Theater,"1623 W. Howard St. , Chicago, IL, 60626",https://cdn.choosechicago.com/uploads/2024/01/unnamed.png
Music & Comedy,Girl In Red: Doing It Again World Tour!,"Norwegian singer Girl In Red will perform live at Byline Bank Aragon Ballroom on Apr. 27, 2024.","Saturday, April 27th",8:00 p.m.,,11:00 p.m.,Byline Bank Aragon Ballroom,,https://cdn.choosechicago.com/uploads/2024/03/Girl-In-Red77-900x572.jpg
Music & Comedy,Candlelight Spring: A Tribute to Taylor Swift,"Candlelight concerts bring the magic of a live, multi-sensory musical experience to awe-inspiring locations like never seen before in Chicago. Get your tickets now to…","Saturday, April 27th",8:30 p.m.,,10:00 p.m.,Arts Center of Oak Park,200 North Oak Park Avenue,https://cdn.choosechicago.com/uploads/2024/03/65878.jpg
"Music & Comedy, Theatre & Performing Arts",Best Of Annoyance Sketch,Enjoy the best sketch comedy Chicago has to offer! The Annoyance Theatre has been at the crux of the comedy scene in Chicago for over…,"Saturday, April 27th",9:30 p.m.,,10:30 p.m.,The Annoyance Theatre,851 W. Belmont Ave.,https://cdn.choosechicago.com/uploads/2023/08/5A42D41C-28AE-4F80-AFE5-89496E1FD7A2-1-800x800.png
Theatre & Performing Arts,Geeks’n’Cheeks: A Nerdlesque Extravaganza,In a world… …where every movie starts to seem exactly the same… (SFX: BOWWMMM) …where pop culture starts to feel like homework … (SFX: BOWWMMM)…,"Saturday, April 27th",9:30 p.m.,,11:30 p.m.,The Newport Theater,956 W. Newport Ave.,https://cdn.choosechicago.com/uploads/2024/04/GeeksnCheeks-FB-Event-Cover-1920-x-1080-px-900x506.jpg
Music & Comedy,Bollywood Night,Chicago’s Hottest Bollywood Night Is Back And This Time Around We Are Coming Back With A Punjabi Twist! Come out and dance in the stars…,"Saturday, April 27th",10:00 p.m.,"Sunday, April 28th",10:00 p.m.,Virgin Hotels Chicago,203 N Wabash Ave,https://cdn.choosechicago.com/uploads/2024/04/Eventbrite-Banner-Sundays-At-Seven-100-900x450.jpg
Theatre & Performing Arts,Babes With Blades Theatre Company’s The S Paradox,"CHICAGO – Babes With Blades Theatre Company’s (BWBTC) 2024 season opens with The S Paradox, written by Joining Sword & Pen International Playwright Competition and…","Sunday, April 28th",,,,The Factory Theater,"1623 W. Howard St. , Chicago, IL, 60626",https://cdn.choosechicago.com/uploads/2024/03/S-Paradox-Thumbnail-800x800.jpg
"Music & Comedy, Theatre & Performing Arts",Teatro Zinzanni,"Tickets are on sale Now at https://zinzanni.com/chicago/ for Love, Chaos, & Dinner ! Teatro Zinzanni returns to the vibrant Chicago Loop inside the velvet walls…","Sunday, April 28th",5:00 a.m.,,9:00 p.m.,Spiegeltent – Cambria Hotel,32 W. Randolph,https://cdn.choosechicago.com/uploads/2024/02/ChicagoPlaysFacebookKeyArt-2-900x473.jpg
"Festivals, Fairs & Special Events",Wolff’s Flea Market – Rosemont Opening Day,"Sunday Funday is back! Wolff’s Flea Market announces opening day April 28, 2024. Join us for our 33rd season outdoors at the Allstate Arena, Rosemont.…","Sunday, April 28th",6:00 a.m.,,2:00 p.m.,Wolff’s Flea Market – Rosemont,6920 N Mannheim Rd,https://cdn.choosechicago.com/uploads/2024/04/blue.sky_.flea_-900x506.jpg
"Museums, Galleries & Exhibitions",Nina Irwin | Thank You Notes,"EXHIBITION DATES: February 24 – March 31, 2024 OPENING RECEPTION: February 25, 2024, 1–4 pm, with an Artist Talk at 2 pm GALLERY HOURS: Monday–Thursday,…","Sunday, April 28th",9:00 a.m.,,4:00 p.m.,Evanston Art Center,1717 Central Street,https://cdn.choosechicago.com/uploads/2024/01/NIrwin_webgraphic-900x507.jpg
"Museums, Galleries & Exhibitions",Wild World: Miracles in Conservation,"Now open! Get up close to geckos, ferrets, chinchillas, poison dart frogs, and more in Wild World: Miracles in Conservation! Visitors of all ages will…","Sunday, April 28th",10:00 a.m.,,4:00 p.m.,Peggy Notebaert Nature Museum,2430 N. Cannon Dr.,https://cdn.choosechicago.com/uploads/2024/03/IMG_7476-900x600.jpg
Tours & Attractions,BRICK-Tastic Spring Break at LEGOLAND Discovery Center Chicago,"Spring Break memories will last a lifetime at the ultimate indoor LEGO® playground! Jump into a world of creativity, color and playful learning at LEGOLAND…","Sunday, April 28th",10:00 a.m.,,5:00 p.m.,LEGOLAND Discovery Center Chicago,601 N. Martingale Road,https://cdn.choosechicago.com/uploads/2024/03/fkopjrLPskyfzB6jHg_roA.large_.jpg
"Museums, Galleries & Exhibitions",Dark Testament: A Century of Black Writers on Justice,"This immersive exhibit, extended through May 6, 2024, explores racial injustice in America through the work of Black American writers from the end of the…","Sunday, April 28th",10:00 a.m.,,5:00 p.m.,American Writers Museum,180 N. Michigan Ave.,https://cdn.choosechicago.com/uploads/2023/10/GetLitSD038_PhotoCreditNikkiGeslani-1_Resized-900x601.jpg
"Festivals, Fairs & Special Events",Play Unstoppable Festival,It’s time for a day of Unstoppable LEGO® Play! Join us as our LEGOLAND® Discovery Center gets taken over by the Play Unstoppable Festival. Be part of…,"Sunday, April 28th",10:00 a.m.,,5:00 p.m.,LEGOLAND Discovery Center Chicago,601 N. Martingale Road,https://cdn.choosechicago.com/uploads/2024/03/MV0XWyO9QUOV-WeQWkwR6Q.large_.jpg
"Museums, Galleries & Exhibitions",Spring Flower Show: What’s In A Name?,"This year’s Spring Flower Show, What’s in a Name?, explains the history and science of botanical nomenclature alongside a beautiful flower show full of blooms.  Plant names are an…","Sunday, April 28th",10:00 a.m.,,5:00 p.m.,Garfield Park Conservatory,300 N. Central Park Ave.,https://cdn.choosechicago.com/uploads/2024/02/garfield-park.jpeg
"Museums, Galleries & Exhibitions",Titanic: The Exhibition,"⭐ Titanic: The Exhibition is making its way to Westfield Old Orchard in Chicago after a sold-out run in Macau, Moscow, Riga Latvia, Perth, Sydney, and LA.…","Sunday, April 28th",10:00 a.m.,,6:00 p.m.,Westfield Old Orchard (West Lot),4999 Old Orchard Shopping Center,https://cdn.choosechicago.com/uploads/2024/02/1-10.png
"Museums, Galleries & Exhibitions",Spring Artist Residency at Pendry Chicago – Jenny Vyas,"Jenny explores her relationship with human frailty in her paintings, which often feature semi abstracts of human silhouettes and fluctuating forms in half-light. Meet and…","Sunday, April 28th",11:00 a.m.,,2:00 p.m.,Pendry Chicago,230 N Michigan Ave,https://cdn.choosechicago.com/uploads/2024/03/Lethe-5x7HR-571x800.jpg
"Museums, Galleries & Exhibitions, Theatre & Performing Arts",New Monuments | Chicago Brendan Fernandes,"Envisioned as the first in a series of interventions that engage monuments in and outside of the United States, New Monuments | Chicago by Brendan Fernandes seeks…","Sunday, April 28th",11:00 a.m.,,5:00 p.m.,Grant Park,Chicago,https://cdn.choosechicago.com/uploads/2024/03/General-John-Alexander-Logan-Monument-Grant-Park-Chicago-IL.-Courtesy-the-artist-and-Black-Cube-Nomadic-Art-Museum-600x800.jpg
Sports & Recreation,Major League Table Tennis Championships,"Major League Table Tennis is the first professional table tennis league in America and features world class players representing 40 total countries, competing in an…","Sunday, April 28th",12:00 p.m.,,5:00 p.m.,Gentile Arena,6525 N Sheridan Rd Ste 1,https://cdn.choosechicago.com/uploads/2024/03/277A3741-900x600.jpg
Theatre & Performing Arts,How I Learned What I Learned,Broadway In Chicago is excited to join Congo Square Theatre Company in announcing its continued 25th Anniversary celebration with the Chicago premiere of HOW I LEARNED…,"Sunday, April 28th",1:00 p.m.,,3:00 p.m.,Broadway Playhouse at Water Tower Place,175 E. Chestnut St,https://cdn.choosechicago.com/uploads/2024/04/HILWIL-IG-Dates-1080x1080-HL-700x700-1.jpg
"Museums, Galleries & Exhibitions",Vector vs Raster,"Vector vs Raster March 3 – May 12, 2024 Hours: Sundays 1-5pm General Admission $8 (Ages 13+), Kids Admission $5 (Ages 5-12), Free Admission for…","Sunday, April 28th",1:00 p.m.,,5:00 p.m.,Chicago Gamespace,2418 W Bloomingdale Ave Apt 101,https://cdn.choosechicago.com/uploads/2024/02/asteroids.jpg
Sports & Recreation,Chicago White Sox vs. Tampa Bay Rays,Come cheer on the Sox!,"Sunday, April 28th",1:10 p.m.,,3:30 p.m.,Guaranteed Rate Field,333 W 35th St,https://cdn.choosechicago.com/uploads/2024/04/Chicago-White-Sox1-1-900x506.png
Theatre & Performing Arts,Chicago Shakespeare Theater: Judgment Day,"“Landing all the jokes… Moritz von Stuelpnagel tackles darkly funny materials with a shrewd balance of heightened reality, warped sitcom & underlying pathos” –Hollywood Reporter Emmy and Tony…","Sunday, April 28th",2:00 p.m.,,4:00 p.m.,Chicago Shakespeare Theatre,800 E Grand Ave,https://cdn.choosechicago.com/uploads/2024/03/Judgment-Day-900x252.jpg
