title,personas,category_x,description,text_cleaned_lemmatized,image_url
Urban Adventure Quest ,family,,"Experience an adventurous city tour by competing in a family-friendly scavenger hunt. Incorporating elements of the Amazing Race, this competition involves solving clues and completing challenges, all while learning about local history.",experience adventurous city tour competing family friendly scavenger hunt incorporating element amazing race competition involves solving clue completing challenge learning local history,
Urban Kayaks,couple,waterfronts,"The experience is interactive aboard Chicago Cycleboats, which are small boats powered by your own pedaling from a bike seat perch. Another fun (and environmentally friendly) option is captaining a private boat from Chicago Electric Boat Company, or skimming the water on a rental from .",the experience is interactive aboard chicago cycleboats which are small boats powered by your own pedaling from a bike seat perch another fun and environmentally friendly option is captaining a private boat from chicago electric boat company or skimming the water on a rental from ,
Virtue,couple,outdoor dining,"The sidewalk patio at this Hyde Park gem is a local favorite, where you can enjoy award-winning versions of Southern cuisine.", the sidewalk patio at this hyde park gem is a local favorite where you can enjoy award winning versions of southern cuisine ,
31st Street Harbor,couple,beaches,"Head to the 31st Street Harbor to find Chicago Water Sports Rentals, where you can rent Jet Skis, pontoon boats, kayaks, and paddleboards.", head to the st street harbor to find chicago water sports rentals where you can rent jet skis pontoon boats kayaks and paddleboards ,
Montrose Beach,couple,beaches,"Montrose Beach is a popular place for families, who set up umbrellas on the spacious sands or grill out in the grassy area just beyond the beach’s edge. Montrose Beach also includes a natural area that attracts migratory birds during the fall and spring seasons. A serene dune habitat supports a variety of endangered plant life.", montrose beach is a popular place for families who set up umbrellas on the spacious sands or grill out in the grassy area just beyond the beach s edge montrose beach also includes a natural area that attracts migratory birds during the fall and spring seasons a serene dune habitat supports a variety of endangered plant life ,https://cdn.choosechicago.com/uploads/2019/06/AA_MontroseBeach_07-900x600.jpg
South Shore Cultural Center,couple,beaches,"When you’re done on the beach, walk over to South Shore Cultural Center, a gorgeous and historic building that houses a solarium, formal dining hall, a theater, and the Dr. Margaret Burroughs gallery.", when you re done on the beach walk over to south shore cultural center a gorgeous and historic building that houses a solarium formal dining hall a theater and the dr margaret burroughs gallery ,https://cdn.choosechicago.com/uploads/2019/05/south-shore-1-e1565621236857-900x549.jpg
North Avenue Beach ,couple,beaches,"Ready to work up a sweat? North Avenue Beach offers tons of recreation options. Get out on the water with a paddleboard or kayak or a Jet Ski. You can also rent bikes and cruise down the Lakefront Trail, take a beachfront yoga class, play beach volleyball, or just kick back in the sand and soak in the sun and skyline views.",ready to work up a sweat north avenue beach offers tons of recreation options get out on the water with a paddleboard or kayak or a jet ski you can also rent bikes and cruise down the lakefront trail take a beachfront yoga class play beach volleyball or just kick back in the sand and soak in the sun and skyline views ,https://cdn.choosechicago.com/uploads/2019/06/AA_NorthAveBeach_Vball_01-900x600.jpg
 Pier 31,couple,beaches,Pier 31is a beachside bar and grill featuring a walk-up window and plenty of outdoor seating., pier is a beachside bar and grill featuring a walk up window and plenty of outdoor seating ,
Aura on Osterman Beach ,couple,beaches,Aura on Osterman Beach is a casual beachfront bar by popular neighborhood restaurant Uvae Kitchen & Wine Bar., aura on osterman beach is a casual beachfront bar by popular neighborhood restaurant uvae kitchen wine bar ,
Whispers at Oak Street Beach,couple,beaches,"Reserve a cabana at Whispers at Oak Street Beach, where you can enjoy waterfront views and upscale beach fare, like ahi tuna nachos, crab cakes, and duck confit tacos.", reserve a cabana at whispers at oak street beach where you can enjoy waterfront views and upscale beach fare like ahi tuna nachos crab cakes and duck confit tacos ,
 Castaways,couple,beaches,"The first thing you’ll notice about North Avenue Beach is the sleek ocean liner-inspired beach house. The top deck is home to Castaways, a casual bar and grill that boasts some stunning views of the city. Also right on the beach, Shore Club offers a more upscale experience. Sip cocktails with your toes in the sand or reserve a private cabana with personalized bottle service.",the first thing you ll notice about north avenue beach is the sleek ocean liner inspired beach house the top deck is home to castaways a casual bar and grill that boasts some stunning views of the city also right on the beach shore club offers a more upscale experience sip cocktails with your toes in the sand or reserve a private cabana with personalized bottle service ,https://cdn.choosechicago.com/uploads/2019/12/CC-Air-Water-Show-08-1800x1198.jpg
The Dock at Montrose Beach,couple,beaches,"is another beach hot spot. The large patio offers waterfront views, a casual menu, cold beer, and occasional live music. It’s also dog friendly if you want to bring your four-legged friend after a day at the dog beach.",s another beach hot spot the large patio offers waterfront views a casual menu cold beer and occasional live music it s also dog friendly if you want to bring your four legged friend after a day at the dog beach ,
Wood,couple,outdoor dining,"In lively Lakeview, this award-winning restaurant is a local favorite for boozy brunch or a relaxed dinner on their charming sidewalk patio", in lively lakeview this award winning restaurant is a local favorite for boozy brunch or a relaxed dinner on their charming sidewalk patio,
