title,description,personas,category,text_cleaned_lemmatized,image_url,text_cleaned,website
Jeong,"Now, the duo serves inventive Korean cuisine at their sleek and modern new space —  in the ultra-hip West Town neighborhood. As with Hanbun, the spot has been flooded with Chicagoans, visitors, and restaurant critics alike.  offers a Korean-inspired tasting menu of perfectly executed dishes, featuring inventive ideas and elegant presentations.",luxury,fine dining,,now the duo serves inventive korean cuisine at their sleek and modern new space in the ultra hip west town neighborhood as with hanbun the spot has been flooded with chicagoans visitors and restaurant critics alike offers a korean inspired tasting menu of perfectly executed dishes featuring inventive ideas and elegant presentations ,duo serf inventive korean cuisine sleek modern new space ultra hip west town neighborhood hanbun spot flooded chicagoans visitor restaurant critic alike offer korean inspired tasting menu perfectly executed dish featuring inventive idea elegant presentation,choosechicago
Ever,"The stunning dining room at  is just a hint of the meal experience that’s ahead. And it truly is an experience — the menu is an 8- to 10-course meal that changes frequently with the seasons, dreamed up by acclaimed chef Curtis Duffy. Each night’s wine pairings are carefully curated to accompany each dish. The West Loop restaurant is the proud owner of two Michelin stars and guarantees an unforgettable evening. Top off the evening at the chic in-house cocktail bar and lounge After, offering sophisticated vibes and an impressive menu of handcrafted drinks.",luxury,fine dining,https://cdn.choosechicago.com/uploads/2019/06/3-Ever-Main-Dining-Room-3-Photo-by-Michael-Muser-900x600.jpg,the stunning dining room at is just a hint of the meal experience that s ahead and it truly is an experience the menu is an  to  course meal that changes frequently with the seasons dreamed up by acclaimed chef curtis duffy each night s wine pairings are carefully curated to accompany each dish the west loop restaurant is the proud owner of two michelin stars and guarantees an unforgettable evening top off the evening at the chic in house cocktail bar and lounge after offering sophisticated vibes and an impressive menu of handcrafted drinks ,stunning dining room hint meal experience ahead truly experience menu course meal change frequently season dreamed acclaimed chef curtis duffy night wine pairing carefully curated accompany dish west loop restaurant proud owner two michelin star guarantee unforgettable evening top evening chic house cocktail bar lounge offering sophisticated vibe impressive menu handcrafted drink,choosechicago
Moody Tongue,"It’s not often that you find a fine-dining tasting menu inside of a brewery. But everything about  will subvert your expectations. The kitchen at their intimate South Loop space is helmed by nine-time Michelin star chef Jared Wentworth, who has crafted a menu designed to thoughtfully elevate the intersection of food and beer. Expect refined, hyper-seasonal dishes alongside specialty beer pairings (of course). If you’re looking for something more casual, The Bar serves an à la carte food menu in a comfortable atmosphere.",luxury,fine dining,https://cdn.choosechicago.com/uploads/2019/06/Moody-Tongue_The-Dining-Room-900x600.jpg,it s not often that you find a fine dining tasting menu inside of a brewery but everything about will subvert your expectations the kitchen at their intimate south loop space is helmed by nine time michelin star chef jared wentworth who has crafted a menu designed to thoughtfully elevate the intersection of food and beer expect refined hyper seasonal dishes alongside specialty beer pairings of course if you re looking for something more casual the bar serves an à la carte food menu in a comfortable atmosphere ,often find fine dining tasting menu inside brewery everything subvert expectation kitchen intimate south loop space helmed nine time michelin star chef jared wentworth crafted menu designed thoughtfully elevate intersection food beer expect refined hyper seasonal dish alongside specialty beer pairing course looking something casual bar serf à la carte food menu comfortable atmosphere,choosechicago
North Pond,"Dinner at  always feels like going home — if home happens to be a cozy former boat house in Chicago’s historic Lincoln Park, that is. The short stroll through the park to  gives a hungry diner time to appreciate the gorgeous surroundings, before heading inside to enjoy an unforgettable tasting menu. Warm up by the fireplace in the winter, enjoy the birdsong in summer, and appreciate the glowing oak of the Prairie-style decor all year round with a thoughtful menu that changes with the seasons.",luxury,fine dining,https://cdn.choosechicago.com/uploads/2019/06/northpond_restaurant-900x563.jpg,dinner at always feels like going home if home happens to be a cozy former boat house in chicago s historic lincoln park that is the short stroll through the park to gives a hungry diner time to appreciate the gorgeous surroundings before heading inside to enjoy an unforgettable tasting menu warm up by the fireplace in the winter enjoy the birdsong in summer and appreciate the glowing oak of the prairie style decor all year round with a thoughtful menu that changes with the seasons ,dinner always feel like going home home happens cozy former boat house chicago historic lincoln park short stroll park give hungry diner time appreciate gorgeous surroundings heading inside enjoy unforgettable tasting menu warm fireplace winter enjoy birdsong summer appreciate glowing oak prairie style decor year round thoughtful menu change season,choosechicago
Oriole,"Granted, it’s not that easy to spot the entrance to  on the alley-side ground floor of a defunct glue factory in the West Loop. But once you realize your GPS is correct, and you see the discreet sign on the black-painted brick, you’re in for a treat. There’s the cinematic entrance to the den-like restaurant via a former freight elevator door. With only 28 seats and an open kitchen, the feeling is intimate. And every detail, from the soft lighting that shines perfectly on each table to the creamy paper lanterns floating from the ceiling, is a zen-like poem of understatement. Because here, the focus is on Chef Noah Sandoval’s multi-course tasting menu; an exquisite experience that unfolds in perfect harmony as an ode to American cuisine in all its culturally diverse facets, textures, and tastes.",luxury,fine dining,,granted it s not that easy to spot the entrance to on the alley side ground floor of a defunct glue factory in the west loop but once you realize your gps is correct and you see the discreet sign on the black painted brick you re in for a treat there s the cinematic entrance to the den like restaurant via a former freight elevator door with only  seats and an open kitchen the feeling is intimate and every detail from the soft lighting that shines perfectly on each table to the creamy paper lanterns floating from the ceiling is a zen like poem of understatement because here the focus is on chef noah sandoval s multi course tasting menu an exquisite experience that unfolds in perfect harmony as an ode to american cuisine in all its culturally diverse facets textures and tastes ,granted easy spot entrance alley side ground floor defunct glue factory west loop realize gps correct see discreet sign black painted brick treat cinematic entrance den like restaurant via former freight elevator door seat open kitchen feeling intimate every detail soft lighting shine perfectly table creamy paper lantern floating ceiling zen like poem understatement focus chef noah sandoval multi course tasting menu exquisite experience unfolds perfect harmony ode american cuisine culturally diverse facet texture taste,choosechicago
Sepia,"In a late 19th-century former print shop,  has the, well, sepia-toned feel of a classic. The upscale spot still shines after more than a decade in business. Filled with hand-crafted millwork, burnished brass, and vintage stemware makes an ideal setting for an intimate meal between friends or business colleagues. Chef Andrew Zimmerman’s inventive seasonal menu is designed to showcase the flavors of the mostly organic ingredients.",luxury,fine dining,https://cdn.choosechicago.com/uploads/2019/06/sepia-900x739.jpg,in a late th century former print shop has the well sepia toned feel of a classic the upscale spot still shines after more than a decade in business filled with hand crafted millwork burnished brass and vintage stemware makes an ideal setting for an intimate meal between friends or business colleagues chef andrew zimmerman s inventive seasonal menu is designed to showcase the flavors of the mostly organic ingredients ,late th century former print shop well sepia toned feel classic upscale spot still shine decade business filled hand crafted millwork burnished brass vintage stemware make ideal setting intimate meal friend business colleague chef andrew zimmerman inventive seasonal menu designed showcase flavor mostly organic ingredient,choosechicago
Alinea,"Enjoy a unique, multi-course tasting menu experience in one of our main dining rooms at Alinea, located in the Lincoln Park neighborhood of Chicago.",luxury,three stars michelin,,enjoy a unique mult-course tasting menu experience in one of our main dining room at alinea located in the lincoln park neighborhood of chicago,enjoy a unique mult-course tasting menu experience in one of our main dining room at alinea located in the lincoln park neighborhood of chicago,choosechicago
Smyth,"At Smyth, creativity ebbs and flows from the ocean. The ocean bestows purity unparalleled, and its abundance is featured both prominently and delicately throughout the menu. These offerings are served in harmonization with its finest produce nature has to offer, grown in close collaboration with small farmers, and followed by one or two servings of meat. The menu culminates in a series of sweet servings that carefully walk the fine line between providing something new while also bringing a sense of the familiar.",luxury,three stars michelin,,at smyth creativity ebbs and flow from the ocean the ocean bestow purity unparalleled and it abundance be feature both prominently and delicately throughout the menu these offering be serve in harmonization with it finest produce nature have to offer grow in close collaboration with small farmer and follow by one or two serving of meat the menu culminate in a series of sweet serving that carefully walk the fine line between provide something new while also bring a sense of the familiar,at smyth creativity ebbs and flow from the ocean the ocean bestow purity unparalleled and it abundance be feature both prominently and delicately throughout the menu these offering be serve in harmonization with it finest produce nature have to offer grow in close collaboration with small farmer and follow by one or two serving of meat the menu culminate in a series of sweet serving that carefully walk the fine line between provide something new while also bring a sense of the familiar,choosechicago
Ever,"Ever is for those seeking an epic dining experience, an 8- to 10-course tasting menu created by one of the country�s most celebrated and artistic chef. The 2 _ hour dining experience is set in an exquisite atmosphere with extraordinary service.",luxury,two stars michelin,,ever be for those seek an epic dine experience an 8 to 10-course tasting menu create by one of the country�s most celebrate and artistic chef the 2.5hour dine experience be set in an exquisite atmosphere with extraordinary service,ever be for those seek an epic dine experience an 8 to 10-course tasting menu create by one of the country�s most celebrate and artistic chef the 2.5hour dine experience be set in an exquisite atmosphere with extraordinary service,choosechicago
Moody Tongue,"In a polished yet warm, minimalist setting, Executive Chef James Bingham's signature fare intersects with innovative pairings through the manipulation v=intersects with innovative pairings through the manipulation intersects with innovative pairings through the manipulation of temperature, quantity, verticals, tinctures and more, highlighting both the culinary ingredients used in creating each dish as well as Moody Tongue's culinary brewing techniques.",luxury,two stars michelin,,in a polished yet warm minimalist setting executive chef james bingham's signature fare intersect with innovative pairing through the manipulation of temperature quantity vertical tincture and more highlight both the culinary ingredient use in create each dish as well as moody tongue's culinary brewing technique,in a polished yet warm minimalist setting executive chef james bingham's signature fare intersect with innovative pairing through the manipulation of temperature quantity vertical tincture and more highlight both the culinary ingredient use in create each dish as well as moody tongue's culinary brewing technique,choosechicago
Oriole,"Oriole is a contemporary-American restaurant located in Chicago�s West Loop neighborhood featuring Executive Chef and Owner Noah Sandoval�s award winning tasting menu. Since Oriole�s opening in 2016, it has repeatedly earned two Michelin stars and recently received the Jean Banchet Award for Restaurant of the Year. Chef Sandoval is also a James Beard nominated chef and was named one of Food & Wine�s Best New Chefs in 2017.",luxury,two stars michelin,,oriole be a contemporary-american restaurant locate in chicago�s west loop neighborhood feature executive chef and owner noah sandoval�s award win tasting menu since oriole�s open in 2016 it have repeatedly earn two michelin star and recently receive the jean banchet award for restaurant of the year chef sandoval be also a james beard nominate chef and be name one of food & wine�s best new chef in 2017,oriole be a contemporary-american restaurant locate in chicago�s west loop neighborhood feature executive chef and owner noah sandoval�s award win tasting menu since oriole�s open in 2016 it have repeatedly earn two michelin star and recently receive the jean banchet award for restaurant of the year chef sandoval be also a james beard nominate chef and be name one of food & wine�s best new chef in 2017,choosechicago
Atelier,"People tend to see Chef Hunter�s menus as having a fair amount of international influence. But for him it�s much more localized. He cooks the way he sees people eat, whether that�s the corner taco joint or the bun stand outside of Joong Boo. Like Folk music, his menus are down to earth, come from the people and reflect the things that brought them to this point and place.",luxury,one star michelin,,people tend to see chef hunter�s menu as have a fair amount of international influence but for him it�s much more localize he cook the way he see people eat whether that�s the corner taco joint or the bun stand outside of joong boo like folk music his menu be down to earth come from the people and reflect the thing that bring them to this point and place,people tend to see chef hunter�s menu as have a fair amount of international influence but for him it�s much more localize he cook the way he see people eat whether that�s the corner taco joint or the bun stand outside of joong boo like folk music his menu be down to earth come from the people and reflect the thing that bring them to this point and place,choosechicago
Indienne,INDIENNE resides in a 19th-century printing warehouse; the converted timber loft now brought to life by Chef Sujan Sarkar's culminating effort in progressive Indian fine dining where he is defining and redefining the limitless potential of Indian cuisine.,luxury,one star michelin,,reside in a 19th-century printing warehouse the convert timber loft now bring to life by chef sujan sarkar's culminate effort in progressive indian fine dine where he be define and redefine the limitless potential of indian cuisine,reside in a 19th-century printing warehouse the convert timber loft now bring to life by chef sujan sarkar's culminate effort in progressive indian fine dine where he be define and redefine the limitless potential of indian cuisine,choosechicago
BOKA,"Chef Lee Wolen�s seasonal American food centers on beautiful ingredients and expertly executed preparations, delivering � la carte dishes and a hyper-seasonal tasting menu with graceful, genuine hospitality. With a distinctive combination of unparalleled service, a visionary chef, and exceptional design, Boka exemplifies Boka Restaurant Group�s core mission to create unique, timeless restaurants.",luxury,one star michelin,,chef lee wolen�s seasonal american food center on beautiful ingredient and expertly execute preparation deliver � la carte dish and a hyper-seasonal tasting menu with graceful genuine hospitality with a distinctive combination of unparalleled service a visionary chef and exceptional design boka exemplify boka restaurant group�s core mission to create unique timeless restaurant,chef lee wolen�s seasonal american food center on beautiful ingredient and expertly execute preparation deliver � la carte dish and a hyper-seasonal tasting menu with graceful genuine hospitality with a distinctive combination of unparalleled service a visionary chef and exceptional design boka exemplify boka restaurant group�s core mission to create unique timeless restaurant,choosechicago
EL Ideas,Douglas Park,luxury,one star michelin,,douglas park,douglas park,choosechicago
Elske,"a modern American restaurant�located in Chicago�s West Loop neighborhood at 1350 West Randolph Street�from Chefs David and Anna Posey. With the restaurant borrowing its name from the Danish word �to love�, there is a strong focus on an evolving philosophy, centering on simplistic fare, seasonal ingredients, and energetic hospitality. They combine contemporary and classic techniques while showcasing local and seasonal ingredients",luxury,one star michelin,,a modern american restaurant from chefs david and anna posey with the restaurant borrow its name from the danish word �to love� there be a strong focus on an evolve philosophy center on simplistic fare seasonal ingredient and energetic hospitality they combine contemporary and classic technique while showcase local and seasonal ingredien,a modern american restaurant from chefs david and anna posey with the restaurant borrow its name from the danish word �to love� there be a strong focus on an evolve philosophy center on simplistic fare seasonal ingredient and energetic hospitality they combine contemporary and classic technique while showcase local and seasonal ingredien,choosechicago
Esme_,"In August 2021, Chef Jenner Tomaska and his wife and partner Katrina Bravo opened a fine-dining restaurant, Esm� in Chicago�s Lincoln Park neighborhood. With Esm�, French for �beloved,� Tomaska and Bravo reimagine the tasting� menu model with philanthropy and art integrated into the foundation of the experience, an expression of their shared vision for the community-focused restaurant.",luxury,one star michelin,,in august 2021 chef jenner tomaska and his wife and partner katrina bravo open a fine-dine restaurant esm� in chicago�s lincoln park neighborhood with esm� french for beloved tomaska and bravo reimagine the tasting menu model with philanthropy and art integrate into the foundation of the experience an expression of their share vision for the community-focused restaurant,in august 2021 chef jenner tomaska and his wife and partner katrina bravo open a fine-dine restaurant esm� in chicago�s lincoln park neighborhood with esm� french for beloved tomaska and bravo reimagine the tasting menu model with philanthropy and art integrate into the foundation of the experience an expression of their share vision for the community-focused restaurant,choosechicago
Galit,"Galit is a Middle Eastern Restaurant in the Lincoln Park neighborhood in Chicago, owned and operated by Andr�s Clavero and James Beard Award-winning chef Zachary Engel. The restaurant is a space for community: hospitality professionals, guests and suppliers will come together and celebrate food and drink in a respectful, friendly and caring manner. The menu focuses on a seasonal and localized approach to dishes of the Middle East, alongside a unique and forward-thinking beverage program. ",luxury,one star michelin,,a middle eastern restaurant and operate by andr�s clavero and james beard award-winning chef zachary engel the restaurant be a space for community hospitality professional guest and supplier will come together and celebrate food and drink in a respectful friendly and care manner the menu focus on a seasonal and localize approach to dish of the middle east alongside a unique and forward-thinking beverage program,a middle eastern restaurant and operate by andr�s clavero and james beard award-winning chef zachary engel the restaurant be a space for community hospitality professional guest and supplier will come together and celebrate food and drink in a respectful friendly and care manner the menu focus on a seasonal and localize approach to dish of the middle east alongside a unique and forward-thinking beverage program,choosechicago
Kasama,Kasama is a bakery and modern Filipino restaurant from chefs Genie Kwon and Timothy Flores located in the East Ukrainian Village neighborhood of Chicago. We look forward to welcoming you! ,luxury,one star michelin,,a bakery and modern filipino restaurant from chefs genie kwon and timothy flores locate in the east ukrainian village neighborhood of chicago,a bakery and modern filipino restaurant from chefs genie kwon and timothy flores locate in the east ukrainian village neighborhood of chicago,choosechicago
Mako,"Known as one of the country�s premier sushi chefs, Chef B.K. Park has more than 20 years of experience working with seafood.",luxury,one star michelin,,know as one of the country�s premier sushi chef chef b.k. park have more than 20 year of experience work with seafood,know as one of the country�s premier sushi chef chef b.k. park have more than 20 year of experience work with seafood,choosechicago
Next,"Next explores the world of cuisine by changing its entire menu and dining experience a few times a year, each time focusing on a new culinary region, theme, or moment in time.",luxury,one star michelin,,next explore the world of cuisine by change its entire menu and dine experience a few time a year each time focus on a new culinary region theme or moment in time,next explore the world of cuisine by change its entire menu and dine experience a few time a year each time focus on a new culinary region theme or moment in time,choosechicago
Omakase Yume,"A classic, seemingly simple food, sushi requires masterful skill in details tasted, but not always apparent to the diner. From the quality, temperature, taste and formation of the rice (shari), to the slicing and seasoning of the fish (neta), every component is critical in defining an elegant taste. ",luxury,one star michelin,,a classic seemingly simple food sushi require masterful skill in details taste but not always apparent to the diner from the quality temperature taste and formation of the rice shari to the slice and season of the fish neta every component be critical in define an elegant taste,a classic seemingly simple food sushi require masterful skill in details taste but not always apparent to the diner from the quality temperature taste and formation of the rice shari to the slice and season of the fish neta every component be critical in define an elegant taste,choosechicago
Porto,"STARRED LOVE LETTER FROM SPAIN AND PORTUGAL FEATURING A WOOD-BURNING KITCHEN, SEAFOOD FLOWN IN FROM GALICIA, CONSERVAS, AND EXCLUSIVE WINES.",luxury,one star michelin,,star love letter from spain and portugal feature a wood-burn kitchen seafood fly in from galicia conservas and exclusive wine,star love letter from spain and portugal feature a wood-burn kitchen seafood fly in from galicia conservas and exclusive wine,choosechicago
Schwa,"A fluid menu of vivid courses, crafted by a crew of culinary artists under the direction of Chef Michael Carlson, who work to their own rhythm to re-imagine the possibilities of global, seasonal ingredients. A kitchen where every ingredient is respected and every choice is intentional. ",luxury,one star michelin,,a fluid menu of vivid course craft by a crew of culinary artist under the direction of chef michael carlson who work to their own rhythm to reimagine the possibility of global seasonal ingredient a kitchen where every ingredient be respect and every choice be intentional,a fluid menu of vivid course craft by a crew of culinary artist under the direction of chef michael carlson who work to their own rhythm to reimagine the possibility of global seasonal ingredient a kitchen where every ingredient be respect and every choice be intentional,choosechicago
Sepia,"A palette of deep, neutral tones and details including stunning Tony Duquette �sunburst� light fixtures and a portable turn-of-the-century walnut and pewter bar create the perfect backdrop to the inventive seasonal American cuisine created by James Beard Award-nominated Executive Chef Andrew Zimmerman.",luxury,one star michelin,,a palette of deep neutral tones and details including stunning tony duquette sunburst light fixtures and a portable turn of the century walnut and pewter bar create the perfect backdrop to the inventive seasonal american cuisine created by james beard award nominated executive chef andrew zimmerman,,choosechicago
Temporis,We offer an evolving ten-course tasting menu of progressive American cuisine featuring ingredients grown in our hydroponic garden,luxury,one star michelin,,offer an evolve ten-course tasting menu of progressive american cuisine feature ingredient grow in our hydroponic garden,offer an evolve ten-course tasting menu of progressive american cuisine feature ingredient grow in our hydroponic garden,choosechicago
Topolobampo,"presents Mexican cuisine through a contemporary, fine-dining lens, while bringing vibrant excitement and adventure that is sure to enchant even the most experienced culinary travelers",luxury,one star michelin,,presents mexican cuisine through a contemporary fine-dine lens while bring vibrant excitement and adventure that be sure to enchant even the most experience culinary traveler,presents mexican cuisine through a contemporary fine-dine lens while bring vibrant excitement and adventure that be sure to enchant even the most experience culinary traveler,choosechicago
Daisie�s,"devote tremendous energy to serving food and beverages comprised of the best ingredients, making as much from scratch as possible and sourcing the balance from ethically responsible purveyors",luxury,michelin green star,,devote tremendous energy to serve food and beverage comprise of the best ingredient make as much from scratch as possible and source the balance from ethically responsible purveyor,devote tremendous energy to serve food and beverage comprise of the best ingredient make as much from scratch as possible and source the balance from ethically responsible purveyor,choosechicago
Apolonia,South Loop,luxury,Michelin Bib Gourmand,,south loop,south loop,choosechicago
avec,"Mediterranean and Midwestern influenced shared plates restaurant, _opened in October 2003 out of a partnership between Executive Chef Paul Kahan, restauranteur _Donnie Madia and wine steward Eduard Seitan",luxury,Michelin Bib Gourmand,,mediterranean and midwestern influenced shared plate restaurant open in october 2003 out of a partnership between executive chef paul kahan  restaurateur donnie madia and wine steward eduard seitan,mediterranean and midwestern influenced shared plate restaurant open in october 2003 out of a partnership between executive chef paul kahan  restaurateur donnie madia and wine steward eduard seitan,choosechicago
Birrieria Zaragoza,"After a career in customer service, John (Juan) Zaragoza decided he wanted to bring a bit of his hometown of La Barca. Jalisco to Chicago",luxury,Michelin Bib Gourmand,,john juan zaragoza decided he wanted to bring a bit of his hometown of la barca jalisco to chicago,john juan zaragoza decided he wanted to bring a bit of his hometown of la barca jalisco to chicago,choosechicago
Bloom Plant Based Kitchen,"100% plant-based and gluten-free. Our goal isn�t only to appeal to just the plant-based, vegan, and vegetarian community but instead to everyone. Our menu is veggie-driven but, that doesn�t mean it doesn�t have a fair share of comfort food",luxury,Michelin Bib Gourmand,,100 percent plant based and gluten free our goal isn�t only to appeal to just the plant based vegan and vegetarian community but instead to everyone our menu is veggie driven but that doesn�t mean it doesn�t have a fair share of comfort food,100 percent plant based and gluten free our goal isn�t only to appeal to just the plant based vegan and vegetarian community but instead to everyone our menu is veggie driven but that doesn�t mean it doesn�t have a fair share of comfort food,choosechicago
Boonie�s Filipino Restaurant,North Center,luxury,Michelin Bib Gourmand,,north center,north center,choosechicago
Cabra,Cabra is a spirited rooftop dining and drinking destination inspired by the vibrant flavors of Peruvian Cuisine,luxury,Michelin Bib Gourmand,,a spirited rooftop dine and drink destination inspire by the vibrant flavor of peruvian cuisine,a spirited rooftop dine and drink destination inspire by the vibrant flavor of peruvian cuisine,choosechicago
Cellar Door Provisions,american cuisine Logan Square,luxury,Michelin Bib Gourmand,,american cuisine logan square,american cuisine logan square,choosechicago
Chef�s Special Cocktail Bar,"tropical meets botanical with a hit of color wherever we can work it in. We like making drinks that are fun, fresh and easy to enjoy from mezcal coladas to ginger lychee shots",luxury,Michelin Bib Gourmand,,tropical meet botanical with a hit of color wherever we can work it in we like make drink that be fun fresh and easy to enjoy from mezcal colada to ginger lychee sho,tropical meet botanical with a hit of color wherever we can work it in we like make drink that be fun fresh and easy to enjoy from mezcal colada to ginger lychee sho,choosechicago
Ciccio Mio,A nice Italian restaurant,luxury,Michelin Bib Gourmand,,a nice italian restaurant,a nice italian restaurant,choosechicago
Chilam�Balam,sustainably minded BYOB restaurant serving Mexican shared plates with a farm fresh twist,luxury,Michelin Bib Gourmand,,sustainably minded byub restaurant serving mexican shared plates with a farm fresh twist,sustainably minded byub restaurant serving mexican shared plates with a farm fresh twist,choosechicago
Cira,"a gathering place for small plates and shared feasts celebrating fresh, coastal ingredients",luxury,Michelin Bib Gourmand,,a gathering place for small plates and shared feasts celebrating fresh coastal ingredients,a gathering place for small plates and shared feasts celebrating fresh coastal ingredients,choosechicago
Daisies,"devote tremendous energy to serving food and beverages comprised of the best ingredients, making as much from scratch as possible and sourcing the balance from ethically responsible purveyors",luxury,Michelin Bib Gourmand,,devote tremendous energy to serving food and beverages comprised of the best ingredients making as much from scratch as possible and sourcing the balance from ethically responsible purveyors,devote tremendous energy to serving food and beverages comprised of the best ingredients making as much from scratch as possible and sourcing the balance from ethically responsible purveyors,choosechicago
Dear Margaret,"A love letter to Midwestern ingredients, written in elevated and honest French-Canadian cuisine. Rooted in classic technique. Relying on the passion and ingenuity of a year-round preservationist�s kitchen and larder. Reminiscent of that welcoming feeling at a grandmother�s table. ",luxury,Michelin Bib Gourmand,,a love letter to midwestern ingredient write in elevate and honest french canadian cuisine root in classic technique rely on the passion and ingenuity of a year-round preservationist�s kitchen and larder reminiscent of that welcome feel at a grandmother�s table,a love letter to midwestern ingredient write in elevate and honest french canadian cuisine root in classic technique rely on the passion and ingenuity of a year-round preservationist�s kitchen and larder reminiscent of that welcome feel at a grandmother�s table,choosechicago
The Duck Inn,a neighborhood gastro-tavern and dining room. It�s housed in a pre-Prohibition era tavern with a cozy retro design aesthetic that feels like home,luxury,Michelin Bib Gourmand,,a neighborhood gastro-tavern and dining room housed in a preprohibition era tavern with a cozy retro design aesthetic that feels like home,a neighborhood gastro-tavern and dining room housed in a preprohibition era tavern with a cozy retro design aesthetic that feels like home,choosechicago
etta,"with a frequently updated menu of wood-fired pizzas, housemade pastas, and farm fresh salads, etta is a celebration of rustic cuisine that is thoughtful of the season",luxury,Michelin Bib Gourmand,,with a frequently updated menu of wood-fired pizzas housemade pastas and farm fresh salads ,with a frequently updated menu of wood-fired pizzas housemade pastas and farm fresh salads ,choosechicago
Frontera Grill,offer a taste of their passion for Mexico in Chicago at the casual Frontera Grill (opened in March 1987),luxury,Michelin Bib Gourmand,,offer a taste of their passion for mexico opened since March 1987,offer a taste of their passion for mexico opened since March 1987,choosechicago
Giant,"We like food. We like people. We like feeding people food. We promise not to make people into food. We promise to make simple, delicious (slightly cheffy) food for people to eat. We promise to be ready with the wine should the people want it. We don�t have room for a lot of people, so, people please, make your reservations early. People.",luxury,Michelin Bib Gourmand,,we like food we like people we like feed people food we promise not to make people into food we promise to make simple delicious slightly cheffy food for people to eat we promise to be ready with the wine should the people want it we don�t have room for a lot of people so people please make your reservation early people,we like food we like people we like feed people food we promise not to make people into food we promise to make simple delicious slightly cheffy food for people to eat we promise to be ready with the wine should the people want it we don�t have room for a lot of people so people please make your reservation early people,choosechicago
Ghin Khao,"Every plate achieves that cuisine-defining balance of sweet, salty, bitter, spicy and sour. This defines what Thai food is.
We focus on fresh ingredients, scratch cooking and authentic dishes. Approach the menu and order a few dishes to share with each other and experience variety.",luxury,Michelin Bib Gourmand,,every plate achieve that cuisine defining balance of sweet salty bitter spicy and sour this define what thai food be we focus on fresh ingredient scratch cooking and authentic dish approach the menu and order a few dish to share with each other and experience variety,every plate achieve that cuisine defining balance of sweet salty bitter spicy and sour this define what thai food be we focus on fresh ingredient scratch cooking and authentic dish approach the menu and order a few dish to share with each other and experience variety,choosechicago
Gilt Bar,"Serving a sumptuous menu of American classics, global wines, and cocktails from times past, Gilt Bar's playful elegance is more opulent than ever. The sultry space features delightful furnishings, upholstered walls, and intriguing details enfolded in an amber glow.",luxury,Michelin Bib Gourmand,,serving a sumptuous menu of american classic global wine and cocktail from time past gilt bar's playful elegance be more opulent than ever the sultry space feature delightful furnishing upholster wall and intriguing detail enfold in an amber glow,serving a sumptuous menu of american classic global wine and cocktail from time past gilt bar's playful elegance be more opulent than ever the sultry space feature delightful furnishing upholster wall and intriguing detail enfold in an amber glow,choosechicago
Girl & The Goat,"the brainchild and culinary home of Stephanie Izard, winner of Top Chef in Season 4. Since the day it opened it has been one of the hardest reservations to get in America, and continues to have people lined up on a daily basis.",luxury,Michelin Bib Gourmand,,the brainchild and culinary home of stephanie izard winner of top chef in season 4 since the day it open it have be one of the hardest reservation to get in america and continue to have people line up on a daily basis,the brainchild and culinary home of stephanie izard winner of top chef in season 4 since the day it open it have be one of the hardest reservation to get in america and continue to have people line up on a daily basis,choosechicago
HaiSous,"a true Vietnamese kitchen by Chef Thai & Danielle Dang located in Pilsen, a historic and vibrant Chicago neighborhood",luxury,Michelin Bib Gourmand,,a true vietnamese kitchen by chef thai & danielle dang locate in pilsen a historic and vibrant chicago neighborhood,a true vietnamese kitchen by chef thai & danielle dang locate in pilsen a historic and vibrant chicago neighborhood,choosechicago
Ina Mae Tavern,"was inspired by the charming Mom and Pop joints, dive bars and corner stores of his hometown.  It was this influence that inspired Chef Brian Jupiter to bring an authentic Southern experience to Chicago.",luxury,Michelin Bib Gourmand,,inspire by the charming mom and pop joint dive bar and corner store of his hometown it be this influence that inspire chef brian jupiter to bring an authentic southern experience to chicago,inspire by the charming mom and pop joint dive bar and corner store of his hometown it be this influence that inspire chef brian jupiter to bring an authentic southern experience to chicago,choosechicago
Kie-Gol-Lanee,"will find original flavors from the highlands of Oaxaca and the pacific coast including tlayudas, ceviches, tamales oaxaque�os, chapulines (grasshoppers), cornish hen, just to name a few.",luxury,Michelin Bib Gourmand,,will find original flavor from the highland of oaxaca and the pacific coast include tlayudas ceviches tamales oaxaque�os chapulines grasshopper cornish hen,will find original flavor from the highland of oaxaca and the pacific coast include tlayudas ceviches tamales oaxaque�os chapulines grasshopper cornish hen,choosechicago
La Josie,"upscale-casual Mexican restaurant with three agave bars, including one on the rooftop, brings traditional flavors in a modern, yet comfortable atmosphere in Chicago�s West Loop",luxury,Michelin Bib Gourmand,,upscale casual mexican restaurant with three agave bar include one on the rooftop bring traditional flavor in a modern yet comfortable atmosphere in chicago�s west loop,upscale casual mexican restaurant with three agave bar include one on the rooftop bring traditional flavor in a modern yet comfortable atmosphere in chicago�s west loop,choosechicago
Lardon,"Our all-day restaurant transforms from caf� to salumeria to bistro, offering espresso and housemade pastries in the morning, French-inspired fare in the evening, and charcuterie all the time.",luxury,Michelin Bib Gourmand,,all day restaurant transform from caf� to salumeria to bistro offer espresso and housemade pastry in the morning french inspired fare in the evening and charcuterie all the time,all day restaurant transform from caf� to salumeria to bistro offer espresso and housemade pastry in the morning french inspired fare in the evening and charcuterie all the time,choosechicago
