title,description,personas,category,text_cleaned_lemmatized,image_url,text_cleaned
free Chicago Greeter tour,"Whether youÃ¢ÂÂre a first-time visitor or a long-time resident, thereÃ¢ÂÂs always something new to discover in Chicago. Get to know a new neighborhood on a , led by a friendly local who will show you each neighborhoodÃ¢ÂÂs landmarks, hot spots, and hidden gems.",budget,May free events,https://cdn.choosechicago.com/uploads/2021/11/AA_ChicagoGreeter_ChinaTown_48-900x615.jpg,whether you re a first time visitor or a long time resident there s always something new to discover in chicago get to know a new neighborhood on a led by a friendly local who will show you each neighborhood s landmarks hot spots and hidden gems ,whether first time visitor long time resident always something new discover chicago get know new neighborhood led friendly local show neighborhood landmark hot spot hidden gem
West Ridge,"For example, experience an urban melting pot in , featuring plenty of international grocers and authentic restaurants. Become immersed in the historic communities of Washington Park and Woodlawn, which are home to a lively art scene, must-try eateries, and an abundance of landmarks. Or take a cultural journey with an immersive visit to the historic Chinatown neighborhood.",budget,May free events,,for example experience an urban melting pot in featuring plenty of international grocers and authentic restaurants become immersed in the historic communities of washington park and woodlawn which are home to a lively art scene must try eateries and an abundance of landmarks or take a cultural journey with an immersive visit to the historic chinatown neighborhood ,example experience urban melting pot featuring plenty international grocer authentic restaurant become immersed historic community washington park woodlawn home lively art scene must try eatery abundance landmark take cultural journey immersive visit historic chinatown neighborhood
North Avenue Beach,"is one of ChicagoÃ¢ÂÂs most popular beaches with locals and visitors alike, thanks to its spacious sands, cool beachfront bars, and convenient location near other top attractions (like the nearby Lincoln Park Zoo).",budget,beach,https://cdn.choosechicago.com/uploads/2019/06/AA_NorthAveBeach_Vball_01-900x600.jpg,is one of chicago s most popular beaches with locals and visitors alike thanks to its spacious sands cool beachfront bars and convenient location near other top attractions like the nearby lincoln park zoo  ready to work up a sweat north avenue beach offers tons of recreation options get out on the water with a paddleboard or kayak or a jet ski you can also rent bikes and cruise down the lakefront trail take a beachfront yoga class play beach volleyball or just kick back in the sand and soak in the sun and skyline views ,one chicago popular beach local visitor alike thanks spacious sand cool beachfront bar convenient location near top attraction like nearby lincoln park zoo. ready work sweat north avenue beach offer ton recreation option get water paddleboard kayak jet ski also rent bike cruise lakefront trail take beachfront yoga class play beach volleyball kick back sand soak sun skyline view
Oak Street Beach,"Its close proximity to downtown and The Magnificent Mile makes  an easy (and scenic) pit stop. That also means youÃ¢ÂÂll get an up-close view of some iconic Chicago buildings, like 875 N. Michigan Ave. and historic The Drake Hotel.",budget,beach,https://cdn.choosechicago.com/uploads/2019/06/AAlexander_WaterCrashing-2-900x600.jpg,its close proximity to downtown and the magnificent mile makes an easy and scenic pit stop that also means you ll get an up close view of some iconic chicago buildings like  n michigan ave and historic the drake  on the beach you ll find bike rentals chair rentals volleyball courts and plenty of space to swim and spread out in the sand this beach hosts a number of popular amateur and professional volleyball tournaments throughout the summer  hotel ,close proximity downtown magnificent mile make easy scenic pit stop also mean get close view iconic chicago building like n michigan ave historic drake hotel beach find bike rental chair rental volleyball court plenty space swim spread sand beach host number popular amateur professional volleyball tournament throughout summer
Loyola Beach,"A little farther north, youÃ¢ÂÂll find a tranquil atmosphere atÃÂ , named for the nearby Loyola University campus. The quieter atmosphere, ample green space, and a playground make it a family favorite. Nearby, the Glenwood Avenue Arts District in the Rogers Park neighborhood offers vibrant murals, music venues, theaters, art galleries, and a mix of shops and restaurants.",budget,beach,,a little farther north you ll find a tranquil atmosphere at named for the nearby loyola university campus the quieter atmosphere ample green space and a playground make it a family favorite nearby the glenwood  around the beach you ll find divvy bike rentals sand volleyball courts a natural area and plenty of space to swim and spread out in the sand this beach hosts a number of popular amateur and professional volleyball tournaments throughout the summer  avenue arts district in the rogers park neighborhood offers vibrant murals music venues theaters art galleries and a mix of shops and restaurants ,little farther north find tranquil atmosphere named nearby loyola university campus quieter atmosphere ample green space playground make family favorite nearby glenwood avenue art district rogers park neighborhood offer vibrant mural music venue theater art gallery mix shop restaurant
What to do,": Around the beach, youÃ¢ÂÂll find Divvy bike rentals, sand volleyball courts, a natural area, and plenty of space to swim and spread out in the sand. This beach hosts a number of popular amateur and professional volleyball tournaments throughout the summer.",budget,beach,, around the beach you ll find divvy bike rentals sand volleyball courts a natural area and plenty of space to swim and spread out in the sand this beach hosts a number of popular amateur and professional volleyball tournaments throughout the summer ,around beach find divvy bike rental sand volleyball court natural area plenty space swim spread sand beach host number popular amateur professional volleyball tournament throughout summer around beach find divvy bike rental sand volleyball court natural area plenty space swim spread sand beach host number popular amateur professional volleyball tournament throughout summer
31st Street Beach ,"Love water sports? (also called Margaret T. Burroughs Beach) is the place to be. The beach itself is located within Burnham Park, originally envisioned by legendary Chicago architect Daniel Burnham (best known for designing the 1893 WorldÃ¢ÂÂs Fair), and features sweeping skyline views.",budget,beach,,love water sports also called margaret t burroughs beach is the place to be the beach itself is located within burnham park originally envisioned by legendary chicago architect daniel burnham best known for  head to the st street harbor to find chicago water sports rentals where you can rent jet skis pontoon boats kayaks and paddleboards  designing the  world s fair and features sweeping skyline views ,love water sport also called margaret burroughs beach place beach located within burnham park originally envisioned legendary chicago architect daniel burnham best known designing world fair feature sweeping head st street harbor find chicago water sport rental rent jet ski pontoon boat kayak paddleboards skyline view
Edgewater,"Located in , this beach is officially named Kathy Osterman Beach Ã¢ÂÂ though the locals just call it Hollywood Beach for its proximity to Hollywood Avenue. The beach is also a beloved part of the cityÃ¢ÂÂs thriving LGBTQ+ scene.",budget,beach,https://cdn.choosechicago.com/uploads/2023/06/AA_Hollywood_Beach_08-900x600.jpg,located in this beach is officially named kathy osterman beach though the locals just call it hollywood beach for its proximity to hollywood avenue the beach is also a beloved part of the city s thriving lgbtq scene  the calm waters and lack of boat traffic make it a popular spot with paddleboarders near the beach there s a playground and dog park a natural area popular with migratory birds and the northernmost point of the  mile lakefront trail ,located beach officially named kathy osterman beach though local call hollywood beach proximity hollywood avenue beach also beloved part city thriving lgbtq scene calm water lack boat traffic make popular spot paddleboarders near beach playground dog park natural area popular migratory bird northernmost point mile lakefront trail
Northerly Island,"This unique beach is situated on the eastern edge of , a man-made peninsula that stretches along the lakefront. ItÃ¢ÂÂs a spot known for spectacular, panoramic views if the surrounding cityscape, so make sure to bring your camera.",budget,beach,https://cdn.choosechicago.com/uploads/2019/06/AA_NortherlyIsle_18-900x600.jpg,this unique beach is situated on the eastern edge of a man made peninsula that stretches along the lakefront it s a spot known for spectacular panoramic views if the surrounding cityscape so make sure to bring the area is home to a  acre prairie reserve that s good for bird watching casual concession spot del campo s tacos and outdoor concert venue huntington bank pavilion the beach is located within the museum campus offering easy access to the adler planetarium field museum and shedd aquarium  your camera ,unique beach situated eastern edge man made peninsula stretch along lakefront spot known spectacular panoramic view surrounding cityscape make sure bring camera area home acre prairie reserve good bird watching casual concession spot del campo taco outdoor concert venue huntington bank pavilion beach located within museum campus offering easy access adler planetarium field museum shedd aquarium
Montrose Beach,"Dogs love  as much as people do.  offers one of the only official dog beaches in the city, with a fenced-off section on the northern end of beach where pups can swim and run free without a leash. ItÃ¢ÂÂs also the largest beach in Chicago, which means thereÃ¢ÂÂs plenty of room for humans too.",budget,beach,,dogs love as much as people do offers one of the only official dog beaches in the city with a fenced off section on the northern end of beach where pups can swim and run free without a leash it s also the largest  montrose beach is a popular place for families who set up umbrellas on the spacious sands or grill out in the grassy area just beyond the beach s edge montrose beach also includes a natural area that attracts migratory birds during the fall and spring seasons a serene dune habitat supports a variety of endangered plant life  beach in chicago which means there s plenty of room for humans too ,dog love much people offer one official dog beach city fenced section northern end beach pup swim run free without leash also largest beach chicago mean plenty room human montrose beach popular place family set umbrella spacious sand grill grassy area beyond beach edge montrose beach also includes natural area attracts migratory bird fall spring season serene dune habitat support variety endangered plant life
South Shore BeachÃÂ ,"is perfect if youÃ¢ÂÂre looking to soak up a little sunÃÂ andÃÂ culture, thanks to the nearby South Shore Cultural Center. The beach itself includes a nature sanctuary, sand dunes, a small wetland, a prairie landscape, woodlands, and plenty of sand and sun. The 65-acre area includes a nine-hole golf course, tennis courts, a circular beach house with restrooms and showers, and excellent city views.",budget,beach,https://cdn.choosechicago.com/uploads/2019/05/south-shore-1-e1565621236857-900x549.jpg,s perfect if you re looking to soak up a little sun and culture thanks to the nearby south shore cultural center the beach itself includes a nature sanctuary sand dunes a small wetland a prairie landscape woodlands  when you re done on the beach walk over to south shore cultural center a gorgeous and historic building that houses a solarium formal dining hall a theater and the dr margaret burroughs gallery  and plenty of sand and sun the  acre area includes a nine hole golf course tennis courts a circular beach house with restrooms and showers and excellent city views ,perfect looking soak little sun culture thanks nearby south shore cultural center beach includes nature sanctuary sand dune small wetland prairie landscape woodland plenty sand sun acre area includes nine hole done beach walk south shore cultural center gorgeous historic building house solarium formal dining hall theater dr margaret burroughs gallery golf course tennis court circular beach house restroom shower excellent city view
Rainbow Beach,"This southside beach is named after a U.S. Army division that fought in WWII. The lakefront area was first established in 1908 and was originally known as Rocky Ledge Beach due to the rough terrain. The beach was extremely popular in the early 1900s since rare electric lighting allowed local workers to enjoy the beach at night. An expansion in 1918 connected Rocky Ledge with another nearby beach, creating the sandy shores of modern-day .",budget,beach,https://cdn.choosechicago.com/uploads/2019/06/CC_Rainbow_Beach_169_20130710_aerials-900x599.jpg,this southside beach is named after a u s army division that fought in wwii the lakefront area was first established in  and was originally known as rocky ledge beach due to the rough terrain the beach was extremely popular in the early s since rare electric lighting allowed local workers to enjoy the beach at night an expansion in  connected rocky ledge with another nearby beach creating the sandy shores of modern day   today the area is home to sweeping skyline views a gymnasium a fitness center and multipurpose rooms handball courts two playgrounds and one of the oldest community gardens in chicago   ,southside beach named u army division fought wwii lakefront area first established originally known rocky ledge beach due rough terrain beach extremely popular early since rare electric lighting allowed local worker enjoy beach night expansion connected rocky ledge another nearby beach creating sandy shore modern day today area home sweeping skyline view gymnasium fitness center multipurpose room handball court two playground one oldest community garden chicago today area home sweeping skyline view gymnasium fitness center multipurpose room handball court two playground one oldest community garden chicago
Hyde Park,"Tucked in theÃÂ  neighborhood, fewer crowds make 57th Street BeachÃÂ an ideal spot for picnicking or building sandcastles. The beach is part of historic Jackson Park, one of the cityÃ¢ÂÂs oldest parks and the site of the 1893 WorldÃ¢ÂÂs Fair in Chicago. The beach is the perfect stop after exploring the Museum of Science and Industry across the street.",budget,beach,,tucked in the neighborhood fewer crowds make th street beach an ideal spot for picnicking or building sandcastles the beach is part of historic jackson park one of the city s oldest parks and the site of the  world s fair in chicago the beach is the perfect stop after exploring the museum of science and industry across the street ,tucked neighborhood fewer crowd make th street beach ideal spot picnicking building sandcastles beach part historic jackson park one city oldest park site world fair chicago beach perfect stop exploring museum science industry across street
Chicago Sports Museum,"General admission: $10 This highly interactive museum celebrates the world of Chicago sports, using hi-tech simulated experiences, skill challenges, relics, and stats Ã¢ÂÂ all combined with a collection of unique sports memorabilia. ItÃ¢ÂÂs a playground for sports fans! 835 N Michigan Ave, Water Tower Place, Hours: Monday Ã¢ÂÂ Thursday 11:30 a.m. Ã¢ÂÂ 8:30 p.m., Friday 11:30 a.m. Ã¢ÂÂ 9 p.m., Saturday 11 a.m. Ã¢ÂÂ 9 p.m., Sunday 11 a.m. Ã¢ÂÂ 6 p.m.",budget,cheap museum,https://cdn.choosechicago.com/uploads/2019/05/caray_birthdayx_large_14364050-fdf1-4e29-a64e-1e8cd0bdb395.jpg,general admission  this highly interactive museum celebrates the world of chicago sports using hi tech simulated experiences skill challenges relics and stats  all combined with a collection of unique sports memorabilia it s a playground for sports fans  n michigan ave water tower place hours monday  thursday   a m    p m friday   a m   p m saturday  a m   p m sunday  a m   p m ,general admission highly interactive museum celebrates world chicago sport using hi tech simulated experience skill challenge relic stats combined collection unique sport memorabilia playground sport fan n michigan ave water tower place hour monday thursday p friday p saturday p sunday p
Peggy Notebaert Nature Museum,"General admission: $9 If nature inspires you, head to Lincoln Park, where youÃ¢ÂÂll find the waterside Peggy Notebaert Nature Museum nestled amid native plantings, fountains, and waterfalls. YouÃ¢ÂÂll see everything from live native animals to nature-inspired art here. Most notable, though, is the Judy Istock Butterfly Haven, the MuseumÃ¢ÂÂs internationally renowned 2,700-square-foot greenhouse where more than 1,000 butterflies (40 species) are housed. 30 N Cannon Dr, Lincoln Park Grounds (North Pond), Hours: Monday Ã¢ÂÂ Friday 9 a.m. Ã¢ÂÂ 5 p.m., Saturday & Sunday 10 a.m. Ã¢ÂÂ 5 p.m.",budget,cheap museum,https://cdn.choosechicago.com/uploads/2019/05/Peggy_Notebaert_Nature_Museum_Chicago_43ed7b90-cfbb-48fc-b2ec-ea7ea380352a.jpg,general admission  if nature inspires you head to lincoln park where you ll find the waterside peggy notebaert nature museum nestled amid native plantings fountains and waterfalls you ll see everything from live native animals to nature inspired art here most notable though is the judy istock butterfly haven the museum s internationally renowned   square foot greenhouse where more than   butterflies  species are housed  n cannon dr lincoln park grounds north pond hours monday  friday  a m   p m saturday sunday  a m   p m ,general admission nature inspires head lincoln park find waterside peggy notebaert nature museum nestled amid native planting fountain waterfall see everything live native animal nature inspired art notable though judy istock butterfly museum internationally renowned square foot greenhouse butterfly specie housed n cannon dr lincoln park ground north pond hour monday friday p saturday sunday p
McCormick Bridgehouse Museum,"General admission: $6 The five-story McCormick Bridgehouse Museum celebrates ChicagoÃ¢ÂÂs world-famous moveable bridges, and provides an opportunity to explore an historic landmark bridgehouse. At river level, visitors can view the massive gears that move ChicagoÃ¢ÂÂs famous bridges up and down. As you ascend the building, youÃ¢ÂÂll learn all about the Chicago River. Upon reaching the very top, youÃ¢ÂÂll be treated to magnificent 360-degree views of the city. (Note: Only the first floor is handicap accessible.) 99 Chicago Riverwalk, Hours: Thursday Ã¢ÂÂ Monday 10 a.m. Ã¢ÂÂ 5 p.m., closed Tuesdays and WednesdaysÃ¢ÂÂ",budget,cheap museum,https://cdn.choosechicago.com/uploads/2019/05/McCormick_bridgehouse_museu_34a19cc5-8bd3-4c50-9edc-7e8c654a828f.jpg,general admission  the five story mccormick bridgehouse museum celebrates chicago s world famous moveable bridges and provides an opportunity to explore an historic landmark bridgehouse at river level visitors can view the massive gears that move chicago s famous bridges up and down as you ascend the building you ll learn all about the chicago river upon reaching the very top you ll be treated to magnificent  degree views of the city note only the first floor is handicap accessible  chicago riverwalk hours thursday  monday  a m   p m closed tuesdays and wednesdaysÃ¢ÂÂ,general admission five story mccormick bridgehouse museum celebrates chicago world famous moveable bridge provides opportunity explore historic landmark bridgehouse river level visitor view massive gear move chicago famous bridge ascend building learn chicago river upon reaching top treated magnificent degree view city note first floor handicap accessible chicago riverwalk hour thursday monday p closed tuesday wednesdaysÃ¢ÂÂ
Intuit: The Center for Intuitive and Outsider Art,"Suggested donation: $5 Founded in 1991, Intuit is dedicated to the appreciation of intuitive and outsider art through world-class exhibitions; resources for scholars and students; a Permanent Collection with holdings of nearly 1,100 works of art; the Henry Darger Room Collection; the Robert A. Roth Study Center; and educational programming. The Henry Darger Room Collection, in particular, is a fascinating window into the cloistered world of this self-taught artist, creator of the Vivian Girls. 756 N Milwaukee Ave, Hours: Tuesday Ã¢ÂÂ Wednesday & Friday Ã¢ÂÂ Saturday 11 a.m.ÃÂ  Ã¢ÂÂ 6 p.m., Thursday 11 a.m. Ã¢ÂÂ 7p.m., Sunday 12 Ã¢ÂÂ 5 p.m.; closed Mondays",budget,cheap museum,https://cdn.choosechicago.com/uploads/2019/06/Intuit_Main_Gallery_1_Photo_by_Cheri_Eisenberg_552fa782-957f-4424-b691-ad9830009b0e.jpg,suggested donation  founded in  intuit is dedicated to the appreciation of intuitive and outsider art through world class exhibitions resources for scholars and students a permanent collection with holdings of nearly   works of art the henry darger room collection the robert a roth study center and educational programming the henry darger room collection in particular is a fascinating window into the cloistered world of this self taught artist creator of the vivian girls  n milwaukee ave hours tuesday  wednesday friday  saturday  a m   p m thursday  a m  p m sunday    p m closed mondays,suggested donation founded intuit dedicated appreciation intuitive outsider art world class exhibition resource scholar student permanent collection holding nearly work art henry darger room collection robert roth study center educational programming henry darger room collection particular fascinating window cloistered world self taught artist creator vivian girl n milwaukee ave hour tuesday wednesday friday saturday p thursday p sunday p closed monday
National Museum of Mexican Art,"General admission: free This renowned museum is located in the heart of theÃÂ Pilsen neighborhood, which is itself rich in Latino history. Wander the halls to discover a collection of more than 10,000 works that bring to life the richness of Mexican art and culture. 1852 W. 19th St., Hours: Tuesday Ã¢ÂÂ Sunday 10 a.m. Ã¢ÂÂ 5 p.m.; closed Mondays",budget,cheap museum,https://cdn.choosechicago.com/uploads/2019/05/DCASE_Pilsen_MexicanArtMuseum_FamilyAdventures_fa96e8b5-e357-426c-bdea-30e5a9c8cc63.jpg,general admission free this renowned museum is located in the heart of the pilsen neighborhood which is itself rich in latino history wander the halls to discover a collection of more than   works that bring to life the richness of mexican art and culture  w th st hours tuesday  sunday  a m   p m closed mondays,general admission free renowned museum located heart pilsen neighborhood rich latino history wander hall discover collection work bring life richness mexican art culture w th st hour tuesday sunday p closed monday
Chicago Design Museum,"General admission: free Located at Block 37 on State Street (aka shopping mecca), this tiny (and free) museum displays incredibly creative changing exhibits on everything from design to architecture. Recent exhibitions have included paper arts from around the world, and games in our modern culture. Block 37Ã¢ÂÂ¨, 108 N. State St., 3rd floor, Hours: Tuesday Ã¢ÂÂ Saturday 12 Ã¢ÂÂ 7 p.m.; closed Sundays and Mondays",budget,cheap museum,https://cdn.choosechicago.com/uploads/2019/05/image0016_50995d85-9e48-42df-bf98-744e1e75778b.jpg,general admission free located at block  on state street aka shopping mecca this tiny and free museum displays incredibly creative changing exhibits on everything from design to architecture recent exhibitions have included paper arts from around the world and games in our modern culture block   n state st rd floor hours tuesday  saturday    p m closed sundays and mondays,general admission free located block state street aka shopping mecca tiny free museum display incredibly creative changing exhibit everything design architecture recent exhibition included paper art around world game modern culture block n state st rd floor hour tuesday saturday p closed sunday monday
Museum of Contemporary Photography,"General admission: free Tucked away in the South Loop, within Columbia College, the Museum of Contemporary Photography is one of ChicagoÃ¢ÂÂs best-kept secrets. ItÃ¢ÂÂs a small but mighty museum, regularly carrying the work of local photographers. The museumÃ¢ÂÂs Midwest Photographers Project cycles through new and established Midwest photographers, each examining a different social experience, from the slums of Mumbai to electronics and teens. 600 S Michigan Ave, Columbia College, Hours: Monday-Wednesday & Friday-Saturday 10 a.m. Ã¢ÂÂ 5 p.m., Thursday 10 a.m. Ã¢ÂÂ 8 p.m., Sunday 12 Ã¢ÂÂ 5 p.m.",budget,cheap museum,https://cdn.choosechicago.com/uploads/2019/05/the_museum_of_contemporary_photography_chicago_5c6a60ce-0026-4cfe-836b-bb9fb9c28fc7.jpg,general admission free tucked away in the south loop within columbia college the museum of contemporary photography is one of chicago s best kept secrets it s a small but mighty museum regularly carrying the work of local photographers the museum s midwest photographers project cycles through new and established midwest photographers each examining a different social experience from the slums of mumbai to electronics and teens  s michigan ave columbia college hours monday wednesday friday saturday  a m   p m thursday  a m   p m sunday    p m ,general admission free tucked away south loop within columbia college museum contemporary photography one chicago best kept secret small mighty museum regularly carrying work local photographer museum midwest photographer project cycle new established midwest photographer examining different social experience slum mumbai electronics teen michigan ave columbia college hour monday wednesday friday saturday p thursday p sunday p
Smart Museum of Art,"General admission: freeNestled on the University of Chicago campus inÃÂ Hyde Park, the Smart Museum houses more than 15,000 artworks, ranging from European paintings and Asian arts to contemporary and modern art. This is also home to The H. C. Westermann Study Collection, which is one of the most significant public collections of artwork and archival material related to the artistÃ¢ÂÂs life and work.ÃÂ Find out moreÃÂ about the collections and special exhibits.",budget,cheap museum,https://cdn.choosechicago.com/uploads/2019/08/smart5_801ccf02-f773-4d6e-9d49-c4e19362a0bb.jpg,general admission freenestled on the university of chicago campus in hyde park the smart museum houses more than   artworks ranging from european paintings and asian arts to contemporary and modern art this is also home to the h c westermann study collection which is one of the most significant public collections of artwork and archival material related to the artist s life and work find out more about the collections and special exhibits ,general admission freenestled university chicago campus hyde park smart museum house artwork ranging european painting asian art contemporary modern art also home h c westermann study collection one significant public collection artwork archival material related artist life work find collection special exhibit
City Winery,"There are a variety of excellent waterfront . One popular spot is City WineryÃ¢ÂÂs Riverwalk wine garden. Enjoy a glass of their signature wines on tap, a cheese plate, and a spot on their patio overlooking the iconic Marina Towers. In the winter, reserve one of their heated domes to feel like youÃ¢ÂÂre in a giant snow globe.",budget,riverwalk,, riverwalk wine garden enjoy a glass of their signature wines on tap a cheese plate and a spot on their patio overlooking the iconic marina towers in the winter reserve one of their heated domes to feel like you re in a giant snow globe ,riverwalk wine garden enjoy glass signature wine tap cheese plate spot patio overlooking iconic marina tower winter reserve one heated dome feel like giant snow globe
Tiny Tapp,"serves beer, cocktails, and casual bites, Island Party Hut brings the tropical vibes, The Northman Beer & Cider Garden offers Chicago-made ciders, and the Community Marketplace features women- and minority-owned vendors from all over the city.",budget,riverwalk,,serves beer cocktails and casual bites island party hut brings the tropical vibes the northman beer cider garden offers chicago made ciders and the community marketplace features women and minority owned vendors from all over the city ,serf beer cocktail casual bite island party hut brings tropical vibe northman beer cider garden offer chicago made cider community marketplace feature woman minority owned vendor city
Island Party HutÃ,There are so many . Take a stroll and check them all out.,budget,riverwalk,,brings the tropical vibes, brings tropical vibe 
The Northman Beer & Cider GardenÃ,offer chicago made cider ,budget,riverwalk,,offers chicago made ciders ,offer chicago made cider 
Community Marketplace,features women and minority owned vendors from all over the city ,budget,riverwalk,,features women and minority owned vendors from all over the city ,feature woman minority owned vendor city
elegant dinner cruise,"Choose an  aboard a glass-enclosed vessel or hop onto an informative architecture cruise from Chicago ArchitectureÃÂ  Center River Cruise aboard ChicagoÃ¢ÂÂs First Lady; Mercury, ChicagoÃ¢ÂÂs Skyline Cruiseline, Shoreline Sightseeing, or Wendella Sightseeing to learn the fascinating history behind the cityÃ¢ÂÂs soaring riverfront skyscrapers.",budget,riverwalk,,choose an aboard a glass enclosed vessel or hop onto an informative architecture cruise from chicago architecture center river cruise aboard chicago s first lady mercury chicago s skyline cruiseline shoreline sightseeing or wendella sightseeing to learn the fascinating history behind the city s soaring riverfront skyscrapers ,choose aboard glass enclosed vessel hop onto informative architecture cruise chicago architecture center river cruise aboard chicago first lady mercury chicago skyline cruiseline shoreline sightseeing wendella sightseeing learn fascinating history behind city soaring riverfront skyscraper
Chicago boat tours,"A few more unique boat tour options include Island Party Hut Charters, Chicago Cycleboats, and the eco-conscious Chicago Electric Boat Company. Explore all  to find the one for you.",budget,riverwalk,,a few more unique boat tour options include island party hut charters chicago cycleboats and the eco conscious chicago electric boat company explore all to find the one for you ,unique boat tour option include island party hut charter chicago cycleboats eco conscious chicago electric boat company explore find one
Urban Kayaks,"The Chicago Riverwalk is an excellent starting point to explore the city via kayak. Head to , where you can rent a solo or tandem kayak, paddle down the Chicago River, and admire the surrounding architecture from a one-o-f-a-kind vantage point. They also offer guided kayak tours of the RiverwalkÃ¢ÂÂs skyscraper canyon, including historic, sunset, and fireworks tours.",budget,riverwalk,https://cdn.choosechicago.com/uploads/2019/05/GC_Kayaking_0_2_-750x500.jpg,the chicago riverwalk is an excellent starting point to explore the city via kayak head to where you can rent a solo or tandem kayak paddle down the chicago river and admire the surrounding architecture from a one o f a kind vantage point they also offer guided kayak tours of the riverwalk s skyscraper canyon including historic sunset and fireworks tours ,chicago riverwalk excellent starting point explore city via kayak head rent solo tandem kayak paddle chicago river admire surrounding architecture one f kind vantage point also offer guided kayak tour riverwalk skyscraper canyon including historic sunset firework tour
Chicago Architecture Center,"The  is located just off the Chicago Riverwalk at One Illinois Center, a building designed by modernist genius Ludwig Mies van der Rohe. The CAC is a gateway to discovering ChicagoÃ¢ÂÂs architectural legacy. The center offers over 85 docent-led tours, as well as exciting interactive exhibits, including the engaging Skyscraper Gallery and Building Tall exhibit.",budget,riverwalk,https://cdn.choosechicago.com/uploads/2019/05/AA_Routes_DelegateTour_BoatTour_15-900x600.jpg,the is located just off the chicago riverwalk at one illinois center a building designed by modernist genius ludwig mies van der rohe the cac is a gateway to discovering chicago s architectural legacy the center offers over  docent led tours as well as exciting interactive exhibits including the engaging skyscraper gallery and building tall exhibit ,located chicago riverwalk one illinois center building designed modernist genius ludwig mies van der rohe cac gateway discovering chicago architectural legacy center offer docent led tour well exciting interactive exhibit including engaging skyscraper gallery building tall exhibit
McCormick Bridgehouse & Chicago River Museum,"The five-story  celebrates ChicagoÃ¢ÂÂs famed moveable bridges and gives you the opportunity to peek inside a historic landmark bridgehouse. At river level, you can view the massive gears that move ChicagoÃ¢ÂÂs famous bridges up and down. As you ascend, youÃ¢ÂÂll learn all about the Chicago River. Once at the very top, youÃ¢ÂÂll be treated to magnificent 360-degree views of the city. You can also take tower tours, view the moveable bridges in action during a bridge lift, and sign up for other special tours.",budget,riverwalk,,the five story celebrates chicago s famed moveable bridges and gives you the opportunity to peek inside a historic landmark bridgehouse at river level you can view the massive gears that move chicago s famous bridges up and down as you ascend you ll learn all about the chicago river once at the very top you ll be treated to magnificent  degree views of the city you can also take tower tours view the moveable bridges in action during a bridge lift and sign up for other special tours ,five story celebrates chicago famed moveable bridge give opportunity peek inside historic landmark bridgehouse river level view massive gear move chicago famous bridge ascend learn chicago river top treated magnificent degree view city also take tower tour view moveable bridge action bridge lift sign special tour
public art,"The Chicago Riverwalk is an urban canvas where youÃ¢ÂÂll see permanent and rotating  by some of todayÃ¢ÂÂs leading artists, from eye-catching sculptures to colorful murals.",budget,riverwalk,https://cdn.choosechicago.com/uploads/2019/05/2020-07-20-023-The-Radiance-of-Being-Riverwalk-Mural_PP16441-900x600.jpg,the chicago riverwalk is an urban canvas where you ll see permanent and rotating by some of today s leading artists from eye catching sculptures to colorful murals ,chicago riverwalk urban canvas see permanent rotating today leading artist eye catching sculpture colorful mural
Art on theMART,"is the RiverwalkÃ¢ÂÂs artistic crown jewel. ItÃ¢ÂÂs the largest digital art projection in the world, covering over 2.5 acres of theMARTÃ¢ÂÂs river-facing faÃÂ§ade and featuring works by acclaimed local and international artists. Catch the free show nightly from April through December.",budget,riverwalk,,s the riverwalk s artistic crown jewel it s the largest digital art projection in the world covering over   acres of themart s river facing faÃÂ§ade and featuring works by acclaimed local and international artists catch the free show nightly from april through december ,riverwalk artistic crown jewel largest digital art projection world covering acre themart river facing faÃÂ§ade featuring work acclaimed local international artist catch free show nightly april december
Graceland Cemetery,"Established in 1860,ÃGraceland CemeteryÃinÃUptownÃis a fascinating window into the cityÃs storied past. Some of the biggest names in Chicago history are buried here, including retailer Marshall Field, hotelier Potter Palmer, heavyweight champion Jack Johnson, AmericaÃs first undercover agent Allan Pinkerton, and architects Daniel Burnham, William LeBaron Jenney, and John Root. Take a free self-guided audio tour of this beautiful park-like space, dotted with amazing statues, elaborate tombs, and a historic stone chapel. Graceland Cemetery is also certified as an arboretum, with over 2,000 trees cultivated on the grounds. Grab a Tree Tour map from the cemetery office and check out this shady oasis.Ã4001 N. Clark St.",budget,free hidden gems,,established in 1860 graceland cemetery in uptown is a fascinating window into the cityÃs storied past some of the biggest names in chicago history are buried here including retailer marshall field hotelier potter palmer heavyweight champion jack johnson americaÃs first undercover agent allan pinkerton and architects daniel burnham william lebaron jenney and john root take a free self-guided audio tour of this beautiful park-like space dotted with amazing statues elaborate tombs and a historic stone chapel graceland cemetery is also certified as an arboretum with over 2000 trees cultivated on the grounds grab a tree tour map from the cemetery office and check out this shady oasis 4001 n clark st,established in 1860 graceland cemetery in uptown is a fascinating window into the cityÃs storied past some of the biggest names in chicago history are buried here including retailer marshall field hotelier potter palmer heavyweight champion jack johnson americaÃs first undercover agent allan pinkerton and architects daniel burnham william lebaron jenney and john root take a free self-guided audio tour of this beautiful park-like space dotted with amazing statues elaborate tombs and a historic stone chapel graceland cemetery is also certified as an arboretum with over 2000 trees cultivated on the grounds grab a tree tour map from the cemetery office and check out this shady oasis 4001 n clark st
